# META firmware=d8a4e75;board=ESP32-DevKitC-32E;fr_tl_07=disabled
t_ms,decel_ms2,brake_light_pct,fsm_state,imu_health
17420,5.432,100,2,0
17430,5.428,100,2,0
17440,5.424,100,2,0
17450,5.420,100,2,0
17460,5.416,100,2,0
17470,5.412,100,2,0
17480,5.408,100,2,0
17490,5.404,100,2,0
17500,5.400,100,2,0
17510,5.396,100,2,0
17520,5.392,100,2,0
17530,5.388,100,2,0
17540,5.384,100,2,0
17550,5.380,100,2,0
17560,5.376,100,2,0
17570,5.372,100,2,0
17580,5.368,100,2,0
17590,5.364,100,2,0
17600,5.360,100,2,0
17610,5.356,100,2,0
17620,5.352,100,2,0
17630,5.348,100,2,0
17640,5.344,100,2,0
17650,5.340,100,2,0
17660,5.336,100,2,0
17670,5.332,100,2,0
17680,5.328,100,2,0
17690,5.324,100,2,0
17700,5.320,100,2,0
17710,5.316,100,2,0
17720,5.312,100,2,0
17730,5.308,100,2,0
17740,5.304,100,2,0
17750,5.300,100,2,0
17760,5.296,100,2,0
17770,5.292,100,2,0
17780,5.288,100,2,0
17790,5.284,100,2,0
17800,5.280,100,2,0
17810,5.276,100,2,0
17820,5.272,100,2,0
17830,5.268,100,2,0
17840,5.264,100,2,0
17850,5.260,100,2,0
17860,5.256,100,2,0
17870,5.252,100,2,0
17880,5.248,100,2,0
17890,5.244,100,2,0
17900,5.240,100,2,0
17910,5.236,100,2,0
17920,5.232,100,2,0
17930,5.228,100,2,0
17940,5.224,100,2,0
17950,5.220,100,2,0
17960,5.216,100,2,0
17970,5.212,100,2,0
17980,5.208,100,2,0
17990,5.204,100,2,0
18000,5.200,100,2,0
18010,5.196,100,2,0
18020,5.192,100,2,0
18030,5.188,100,2,0
18040,5.184,100,2,0
18050,5.180,100,2,0
18060,5.176,100,2,0
18070,5.172,100,2,0
18080,5.168,100,2,0
18090,5.164,100,2,0
18100,5.160,100,2,0
18110,5.156,100,2,0
18120,5.152,100,2,0
18130,5.148,100,2,0
18140,5.144,100,2,0
18150,5.140,100,2,0
18160,5.136,100,2,0
18170,5.132,100,2,0
18180,5.128,100,2,0
18190,5.124,100,2,0
18200,5.120,100,2,0
18210,5.116,100,2,0
18220,5.112,100,2,0
18230,5.108,100,2,0
18240,5.104,100,2,0
18250,5.100,100,2,0
18260,5.096,100,2,0
18270,5.092,100,2,0
18280,5.088,100,2,0
18290,5.084,100,2,0
18300,5.080,100,2,0
18310,5.076,100,2,0
18320,5.072,100,2,0
18330,5.068,100,2,0
18340,5.064,100,2,0
18350,5.060,100,2,0
18360,5.056,100,2,0
18370,5.052,100,2,0
18380,5.048,100,2,0
18390,5.044,100,2,0
18400,5.040,100,2,0
18410,5.036,100,2,0
18420,5.032,100,2,0
18430,5.028,100,2,0
18440,5.024,100,2,0
18450,5.020,100,2,0
18460,5.016,100,2,0
18470,5.012,100,2,0
18480,5.008,100,2,0
18490,5.004,100,2,0
18500,5.000,100,2,0
18510,4.996,100,2,0
18520,4.992,100,2,0
18530,4.988,100,2,0
18540,4.984,100,2,0
18550,4.980,99,2,0
18560,4.976,99,2,0
18570,4.972,99,2,0
18580,4.968,99,2,0
18590,4.964,99,2,0
18600,4.960,99,2,0
18610,4.956,99,2,0
18620,4.952,99,2,0
18630,4.948,99,2,0
18640,4.944,99,2,0
18650,4.940,98,2,0
18660,4.936,98,2,0
18670,4.932,98,2,0
18680,4.928,98,2,0
18690,4.924,98,2,0
18700,4.920,98,2,0
18710,4.916,98,2,0
18720,4.912,98,2,0
18730,4.908,98,2,0
18740,4.904,97,2,0
18750,4.900,97,2,0
18760,4.896,97,2,0
18770,4.892,97,2,0
18780,4.888,97,2,0
18790,4.884,97,2,0
18800,4.880,97,2,0
18810,4.876,97,2,0
18820,4.872,97,2,0
18830,4.868,96,2,0
18840,4.864,96,2,0
18850,4.860,96,2,0
18860,4.856,96,2,0
18870,4.852,96,2,0
18880,4.848,96,2,0
18890,4.844,96,2,0
18900,4.840,96,2,0
18910,4.836,96,2,0
18920,4.832,96,2,0
18930,4.828,95,2,0
18940,4.824,95,2,0
18950,4.820,95,2,0
18960,4.816,95,2,0
18970,4.812,95,2,0
18980,4.808,95,2,0
18990,4.804,95,2,0
19000,4.800,95,2,0
19010,4.796,95,2,0
19020,4.792,94,2,0
19030,4.788,94,2,0
19040,4.784,94,2,0
19050,4.780,94,2,0
19060,4.776,94,2,0
19070,4.772,94,2,0
19080,4.768,94,2,0
