sep=;
# SmartBikeRearLight Fahrt-Export
# schema_version;2
# geraet;SmartBikeRearLight
# app_version;1.0
# start_utc;2026-08-06T20:37:05Z
# ende_utc;2026-08-06T20:38:35Z
t_s;uhrzeit;device_timestamp_ms;speed_kmph;distanz_km;hoehe_m;pressure_pa;gnss_altitude_m;temperature_c;course_deg;fix_status;sats;hdop;lat;lon;brake_decel_ms2;brake_light_pct;imu_health;baro_valid;system_state;init_degraded;watchdog_recovered;frame_version
18,1;22:37:23;1221572;32,5;0,068;-63,9;102095;50,8;;302,5;FIX_OK;13;0,9;51,171165;6,804310;0,94;20;OK;1;RUN;0;0;2
19,1;22:37:24;1222576;30,8;0,076;-64,8;102106;50,6;;302,5;FIX_OK;13;0,9;51,171215;6,804198;0,09;20;OK;1;RUN;0;0;2
20,1;22:37:25;1223579;24,1;0,084;-64,7;102104;50,6;;303,3;FIX_OK;13;0,9;51,171253;6,804108;0,00;20;OK;1;RUN;0;0;2
21,1;22:37:26;1224583;18,0;0,090;-65,0;102108;50,7;;309,7;FIX_OK;13;0,9;51,171280;6,804042;0,22;20;OK;1;RUN;0;0;2
22,1;22:37:27;1225587;11,9;0,094;-65,2;102111;50,9;;314,1;FIX_OK;12;0,9;51,171307;6,804002;0,24;20;OK;1;RUN;0;0;2
23,1;22:37:28;1226591;7,9;0,097;-66,5;102126;50,8;;316,2;FIX_OK;12;1,0;51,171333;6,803967;0,00;20;OK;1;RUN;0;0;2
24,1;22:37:29;1227595;3,9;0,098;-65,4;102113;50,8;;316,2;FIX_OK;12;1,0;51,171349;6,803948;0,09;20;OK;1;RUN;0;0;2
25,1;22:37:30;1228599;0,0;0,099;-65,3;102112;50,5;;316,2;FIX_OK;13;0,9;51,171352;6,803930;0,00;20;OK;1;RUN;0;0;2
26,1;22:37:31;1229602;0,0;0,099;-65,2;102110;50,5;;316,2;FIX_OK;12;1,0;51,171356;6,803926;0,05;20;OK;1;RUN;0;0;2
27,1;22:37:32;1230603;0,0;0,099;-64,6;102104;50,5;;316,2;FIX_OK;12;1,0;51,171356;6,803923;0,00;20;OK;1;RUN;0;0;2
28,1;22:37:33;1231607;0,0;0,099;-64,7;102105;50,5;;316,2;FIX_OK;12;1,0;51,171356;6,803923;0,16;20;OK;1;RUN;0;0;2
29,1;22:37:34;1232610;0,0;0,099;-64,4;102101;50,5;;316,2;FIX_OK;12;1,0;51,171356;6,803923;0,00;20;OK;1;RUN;0;0;2
30,0;22:37:35;1233514;0,4;0,099;-65,0;102108;50,5;;316,2;FIX_OK;12;1,0;51,171364;6,803906;0,06;20;OK;1;RUN;0;0;2
31,0;22:37:36;1234518;8,0;0,100;-64,6;102104;50,5;;290,5;FIX_OK;12;1,0;51,171371;6,803885;0,07;20;OK;1;RUN;0;0;2
32,0;22:37:37;1235522;13,3;0,103;-64,9;102107;50,4;;292,9;FIX_OK;12;1,0;51,171379;6,803845;0,60;20;OK;1;RUN;0;0;2
33,0;22:37:38;1236526;18,8;0,108;-64,3;102100;50,4;;297,4;FIX_OK;12;1,0;51,171398;6,803780;0,47;20;OK;1;RUN;0;0;2
34,0;22:37:39;1237530;24,6;0,114;-64,0;102096;50,3;;300,9;FIX_OK;11;1,1;51,171425;6,803700;0,54;20;OK;1;RUN;0;0;2
35,0;22:37:40;1238534;29,2;0,121;-65,0;102108;50,2;;302,5;FIX_OK;12;1,0;51,171463;6,803608;1,06;20;OK;1;RUN;0;0;2
36,0;22:37:41;1239536;32,8;0,130;-64,8;102105;50,1;;302,5;FIX_OK;12;1,0;51,171505;6,803504;0,00;20;OK;1;RUN;0;0;2
37,0;22:37:42;1240539;33,8;0,139;-64,9;102107;49,9;;305,6;FIX_OK;12;1,1;51,171551;6,803393;0,00;20;OK;1;RUN;0;0;2
38,0;22:37:43;1241543;33,4;0,149;-64,7;102105;49,6;;306,6;FIX_OK;12;1,0;51,171600;6,803287;0,75;20;OK;1;RUN;0;0;2
39,0;22:37:44;1242546;33,4;0,158;-65,8;102117;49,5;;308,0;FIX_OK;12;1,0;51,171654;6,803168;0,68;20;OK;1;RUN;0;0;2
40,0;22:37:45;1243550;33,3;0,167;-65,1;102109;49,3;;309,6;FIX_OK;12;1,0;51,171707;6,803055;0,84;20;OK;1;RUN;0;0;2
41,0;22:37:46;1244553;31,4;0,176;-65,3;102112;49,1;;310,0;FIX_OK;13;0,9;51,171761;6,802955;0,00;20;OK;1;RUN;0;0;2
42,0;22:37:47;1245556;31,3;0,185;-65,4;102113;49,0;;315,1;FIX_OK;14;0,9;51,171814;6,802863;0,08;20;OK;1;RUN;0;0;2
43,0;22:37:48;1246560;32,0;0,194;-65,1;102109;48,7;;319,8;FIX_OK;12;1,0;51,171871;6,802778;0,00;20;OK;1;RUN;0;0;2
44,1;22:37:49;1247563;31,9;0,203;-65,1;102110;49,2;;323,6;FIX_OK;15;0,8;51,171940;6,802688;0,71;20;OK;1;RUN;0;0;2
45,1;22:37:50;1248565;30,5;0,211;-65,4;102113;49,6;;330,4;FIX_OK;15;0,7;51,172012;6,802615;0,34;20;OK;1;RUN;0;0;2
46,1;22:37:51;1249568;30,5;0,220;-65,8;102118;49,2;;337,8;FIX_OK;14;0,7;51,172085;6,802560;0,00;20;OK;1;RUN;0;0;2
47,1;22:37:52;1250572;27,8;0,228;-66,1;102121;49,1;;345,1;FIX_OK;12;1,0;51,172153;6,802523;0,03;20;OK;1;RUN;0;0;2
48,1;22:37:53;1251575;23,8;0,235;-65,7;102117;49,2;;353,1;FIX_OK;13;1,0;51,172218;6,802503;0,00;20;OK;1;RUN;0;0;2
49,1;22:37:54;1252579;17,1;0,241;-66,7;102129;48,7;;358,3;FIX_OK;13;0,9;51,172272;6,802503;0,32;20;OK;1;RUN;0;0;2
50,1;22:37:55;1253582;10,5;0,245;-66,2;102122;47,8;;352,2;FIX_OK;13;0,9;51,172306;6,802503;0,00;20;OK;1;RUN;0;0;2
51,1;22:37:56;1254585;7,2;0,247;-66,5;102126;47,7;;348,8;FIX_OK;14;0,9;51,172325;6,802503;0,01;20;OK;1;RUN;0;0;2
52,1;22:37:57;1255586;3,7;0,249;-65,9;102119;47,4;;348,8;FIX_OK;14;0,9;51,172337;6,802498;0,16;20;OK;1;RUN;0;0;2
53,1;22:37:58;1256588;3,2;0,250;-65,8;102118;47,0;;348,8;FIX_OK;13;0,9;51,172344;6,802495;0,57;20;OK;1;RUN;0;0;2
54,1;22:37:59;1257591;5,5;0,251;-66,2;102123;46,9;;326,9;FIX_OK;13;0,9;51,172352;6,802488;0,00;20;OK;1;RUN;0;0;2
55,1;22:38:00;1258595;10,0;0,253;-65,4;102113;45,5;;324,1;FIX_OK;13;0,9;51,172363;6,802464;0,00;20;OK;1;RUN;0;0;2
56,1;22:38:01;1259598;14,2;0,256;-65,7;102117;45,3;;332,3;FIX_OK;14;0,9;51,172390;6,802435;0,28;20;OK;1;RUN;0;0;2
57,1;22:38:02;1260601;18,1;0,261;-65,3;102112;45,4;;343,7;FIX_OK;14;0,9;51,172428;6,802412;0,72;20;OK;1;RUN;0;0;2
58,1;22:38:03;1261605;21,7;0,266;-65,1;102110;45,5;;345,9;FIX_OK;15;0,8;51,172478;6,802393;0,14;20;OK;1;RUN;0;0;2
59,1;22:38:04;1262606;24,8;0,273;-65,2;102111;44,7;;346,4;FIX_OK;14;0,9;51,172531;6,802368;0,65;20;OK;1;RUN;0;0;2
60,1;22:38:05;1263609;26,0;0,280;-65,0;102108;44,3;;344,8;FIX_OK;14;0,9;51,172592;6,802340;0,00;20;OK;1;RUN;0;0;2
61,0;22:38:06;1264513;29,0;0,287;-65,1;102109;44,3;;349,8;FIX_OK;13;0,9;51,172665;6,802318;0,32;20;OK;1;RUN;0;0;2
62,0;22:38:07;1265517;29,1;0,295;-65,1;102109;44,2;;348,3;FIX_OK;14;0,8;51,172737;6,802295;0,50;20;OK;1;RUN;0;0;2
63,0;22:38:08;1266520;30,8;0,303;-64,8;102105;44,1;;348,2;FIX_OK;11;0,9;51,172813;6,802270;0,33;20;OK;1;RUN;0;0;2
64,0;22:38:09;1267524;30,7;0,312;-65,7;102117;44,1;;348,4;FIX_OK;12;0,9;51,172886;6,802247;0,17;20;OK;1;RUN;0;0;2
65,0;22:38:10;1268527;31,2;0,320;-64,5;102102;44,1;;349,1;FIX_OK;12;0,9;51,172958;6,802223;0,00;20;OK;1;RUN;0;0;2
66,0;22:38:11;1269531;30,7;0,329;-65,0;102108;44,3;;350,5;FIX_OK;13;0,8;51,173038;6,802205;0,25;20;OK;1;RUN;0;0;2
67,0;22:38:12;1270534;31,1;0,338;-64,5;102102;44,1;;353,8;FIX_OK;12;0,9;51,173126;6,802200;0,05;20;OK;1;RUN;0;0;2
68,0;22:38:13;1271536;31,9;0,346;-64,8;102106;44,1;;358,7;FIX_OK;14;0,8;51,173203;6,802200;0,56;20;OK;1;RUN;0;0;2
69,0;22:38:14;1272539;31,9;0,355;-64,9;102107;43,9;;1,1;FIX_OK;14;0,8;51,173283;6,802207;0,00;20;OK;1;RUN;0;0;2
70,0;22:38:15;1273543;31,5;0,364;-64,7;102104;44,1;;1,0;FIX_OK;14;0,8;51,173367;6,802205;0,37;20;OK;1;RUN;0;0;2
71,0;22:38:16;1274546;31,1;0,373;-64,3;102099;44,1;;1,2;FIX_OK;13;0,8;51,173447;6,802210;0,00;20;OK;1;RUN;0;0;2
72,0;22:38:17;1275550;31,7;0,382;-65,1;102109;43,8;;3,2;FIX_OK;13;0,8;51,173523;6,802215;0,00;20;OK;1;RUN;0;0;2
73,0;22:38:18;1276553;31,0;0,390;-65,2;102110;44,1;;5,2;FIX_OK;13;0,9;51,173603;6,802220;0,00;20;OK;1;RUN;0;0;2
74,0;22:38:19;1277555;29,6;0,399;-65,1;102110;43,9;;7,5;FIX_OK;14;0,8;51,173672;6,802233;0,16;20;OK;1;RUN;0;0;2
75,0;22:38:20;1278557;27,8;0,407;-64,9;102107;43,9;;9,9;FIX_OK;13;0,8;51,173744;6,802250;0,68;20;OK;1;RUN;0;0;2
76,0;22:38:21;1279560;26,6;0,414;-65,1;102109;44,1;;10,3;FIX_OK;14;0,8;51,173817;6,802272;0,00;20;OK;1;RUN;0;0;2
77,1;22:38:22;1280564;27,0;0,422;-65,4;102113;44,2;;10,7;FIX_OK;16;0,7;51,173882;6,802293;0,10;20;OK;1;RUN;0;0;2
78,1;22:38:23;1281568;27,9;0,430;-64,8;102106;44,9;;11,2;FIX_OK;16;0,7;51,173954;6,802317;0,14;20;OK;1;RUN;0;0;2
79,1;22:38:24;1282572;28,4;0,437;-65,3;102112;45,4;;11,3;FIX_OK;15;0,7;51,174026;6,802337;0,00;20;OK;1;RUN;0;0;2
80,1;22:38:25;1283576;29,9;0,446;-65,2;102111;45,4;;11,3;FIX_OK;15;0,7;51,174099;6,802361;0,00;20;OK;1;RUN;0;0;2
81,1;22:38:26;1284580;31,0;0,454;-64,8;102105;45,4;;8,4;FIX_OK;15;0,7;51,174175;6,802382;0,00;20;OK;1;RUN;0;0;2
82,1;22:38:27;1285584;31,0;0,463;-65,1;102110;45,4;;3,4;FIX_OK;15;0,7;51,174255;6,802395;0,00;20;OK;1;RUN;0;0;2
83,1;22:38:28;1286588;30,5;0,471;-66,1;102121;45,0;;2,5;FIX_OK;14;0,7;51,174332;6,802403;0,03;20;OK;1;RUN;0;0;2
84,1;22:38:29;1287592;30,5;0,480;-65,1;102109;44,2;;1,8;FIX_OK;13;0,7;51,174408;6,802407;0,36;20;OK;1;RUN;0;0;2
85,1;22:38:30;1288596;30,4;0,488;-65,0;102108;43,3;;0,7;FIX_OK;14;0,7;51,174480;6,802410;3,64;64;OK;1;RUN;0;0;2
86,1;22:38:31;1289599;31,1;0,497;-65,3;102111;44,2;;0,5;FIX_OK;14;0,8;51,174561;6,802410;0,46;20;OK;1;RUN;0;0;2
87,1;22:38:32;1290600;31,2;0,505;-65,7;102117;44,3;;1,0;FIX_OK;13;0,8;51,174637;6,802410;0,21;20;OK;1;RUN;0;0;2
88,1;22:38:33;1291603;32,3;0,514;-65,5;102114;44,3;;1,5;FIX_OK;14;0,7;51,174721;6,802410;1,02;20;OK;1;RUN;0;0;2
89,1;22:38:34;1292606;31,1;0,523;-65,4;102113;44,6;;0,1;FIX_OK;14;0,7;51,174797;6,802410;0,00;20;OK;1;RUN;0;0;2
90,1;22:38:35;1293610;31,2;0,532;-65,5;102114;44,6;;2,3;FIX_OK;14;0,7;51,174877;6,802413;0,26;20;OK;1;RUN;0;0;2
