sep=;
# SmartBikeRearLight Fahrt-Export
# schema_version;2
# geraet;SmartBikeRearLight
# app_version;1.0
# start_utc;2026-08-06T20:26:09Z
# ende_utc;2026-08-06T20:28:13Z
t_s;uhrzeit;device_timestamp_ms;speed_kmph;distanz_km;hoehe_m;pressure_pa;gnss_altitude_m;temperature_c;course_deg;fix_status;sats;hdop;lat;lon;brake_decel_ms2;brake_light_pct;imu_health;baro_valid;system_state;init_degraded;watchdog_recovered;frame_version
27,1;22:26:36;574033;0,3;0,046;-63,3;102087;42,9;;156,0;FIX_OK;12;0,8;51,178547;6,801895;0,57;20;OK;1;RUN;0;0;2
28,1;22:26:37;575036;0,3;0,047;-63,6;102092;42,7;;156,0;FIX_OK;12;0,8;51,178539;6,801900;0,73;20;OK;1;RUN;0;0;2
29,1;22:26:38;576038;0,6;0,047;-63,0;102084;42,7;;156,0;FIX_OK;12;0,8;51,178520;6,801920;0,86;20;OK;1;RUN;0;0;2
30,1;22:26:39;577041;11,4;0,048;-63,8;102093;42,6;;142,8;FIX_OK;12;0,8;51,178497;6,801950;0,53;20;OK;1;RUN;0;0;2
31,0;22:26:40;577945;15,8;0,052;-63,0;102084;42,4;;143,4;FIX_OK;12;0,8;51,178467;6,801997;0,18;20;OK;1;RUN;0;0;2
32,0;22:26:41;578948;17,8;0,056;-63,6;102091;42,0;;145,7;FIX_OK;13;0,8;51,178429;6,802043;1,14;20;OK;1;RUN;0;0;2
33,0;22:26:42;579952;19,5;0,062;-63,4;102088;42,0;;146,8;FIX_OK;13;0,8;51,178387;6,802090;0,56;20;OK;1;RUN;0;0;2
34,0;22:26:43;580955;20,1;0,067;-63,7;102092;41,9;;145,6;FIX_OK;12;1,1;51,178345;6,802138;0,51;20;OK;1;RUN;0;0;2
35,0;22:26:44;581958;21,4;0,073;-63,4;102088;42,1;;146,1;FIX_OK;13;0,8;51,178299;6,802185;0,82;20;OK;1;RUN;0;0;2
36,0;22:26:45;582960;23,0;0,079;-63,5;102090;42,1;;147,7;FIX_OK;13;0,8;51,178249;6,802235;1,39;20;OK;1;RUN;0;0;2
37,0;22:26:46;583963;17,6;0,085;-63,4;102089;42,0;;149,2;FIX_OK;13;0,8;51,178207;6,802275;0,00;20;OK;1;RUN;0;0;2
38,0;22:26:47;584967;9,1;0,088;-63,4;102088;41,6;;152,1;FIX_OK;13;0,8;51,178181;6,802302;0,00;20;OK;1;RUN;0;0;2
39,0;22:26:48;585971;0,2;0,090;-63,7;102093;41,5;;152,1;FIX_OK;13;0,8;51,178177;6,802309;0,00;20;OK;1;RUN;0;0;2
40,0;22:26:49;586974;0,0;0,090;-63,9;102095;41,5;;152,1;FIX_OK;13;0,8;51,178173;6,802310;0,16;20;OK;1;RUN;0;0;2
41,0;22:26:50;587977;0,0;0,090;-63,9;102095;41,4;;152,1;FIX_OK;13;0,8;51,178169;6,802315;1,13;20;OK;1;RUN;0;0;2
42,0;22:26:51;588981;0,6;0,090;-63,9;102095;41,3;;152,1;FIX_OK;13;0,8;51,178146;6,802327;0,09;20;OK;1;RUN;0;0;2
43,0;22:26:52;589984;12,0;0,092;-63,5;102090;41,0;;148,1;FIX_OK;13;0,8;51,178127;6,802347;0,31;20;OK;1;RUN;0;0;2
44,0;22:26:53;590988;15,6;0,095;-63,0;102084;40,9;;147,2;FIX_OK;13;0,8;51,178097;6,802378;0,87;20;OK;1;RUN;0;0;2
45,0;22:26:54;591989;20,0;0,100;-63,0;102084;41,1;;148,4;FIX_OK;13;0,8;51,178062;6,802415;0,49;20;OK;1;RUN;0;0;2
46,0;22:26:55;592991;23,6;0,107;-62,5;102077;41,1;;148,5;FIX_OK;13;0,8;51,178017;6,802458;2,30;28;OK;1;RUN;0;0;2
47,1;22:26:56;593995;27,8;0,114;-63,0;102084;40,9;;149,3;FIX_OK;13;0,8;51,177963;6,802506;0,77;20;OK;1;RUN;0;0;2
48,1;22:26:57;594998;30,6;0,122;-62,1;102073;40,7;;150,8;FIX_OK;13;0,8;51,177902;6,802563;0,76;20;OK;1;RUN;0;0;2
49,1;22:26:58;596002;33,7;0,131;-62,6;102079;40,2;;150,6;FIX_OK;13;0,8;51,177830;6,802625;1,25;26;OK;1;RUN;0;0;2
50,1;22:26:59;597005;34,9;0,140;-62,9;102083;39,9;;151,0;FIX_OK;13;0,8;51,177753;6,802687;0,57;20;OK;1;RUN;0;0;2
51,1;22:27:00;598008;34,2;0,150;-62,3;102075;39,4;;152,3;FIX_OK;13;0,8;51,177673;6,802750;5,71;100;OK;1;RUN;0;0;2
52,1;22:27:01;599011;32,8;0,159;-63,3;102087;39,2;;152,3;FIX_OK;12;0,8;51,177601;6,802810;0,00;20;OK;1;RUN;0;0;2
53,1;22:27:02;600014;26,5;0,168;-62,9;102083;39,4;;152,5;FIX_OK;12;0,8;51,177544;6,802865;0,00;20;OK;1;RUN;0;0;2
54,1;22:27:03;601017;21,0;0,174;-63,2;102087;39,3;;153,7;FIX_OK;12;0,8;51,177502;6,802907;0,49;20;OK;1;RUN;0;0;2
55,1;22:27:04;602021;13,6;0,179;-62,9;102083;38,9;;153,8;FIX_OK;12;0,8;51,177475;6,802930;1,03;20;OK;1;RUN;0;0;2
56,1;22:27:05;603025;14,8;0,183;-62,7;102080;38,5;;154,0;FIX_OK;12;0,8;51,177448;6,802952;0,30;20;OK;1;RUN;0;0;2
57,1;22:27:06;604029;18,4;0,188;-62,8;102082;38,3;;156,6;FIX_OK;12;0,8;51,177410;6,802979;0,50;20;OK;1;RUN;0;0;2
58,1;22:27:07;605033;20,6;0,193;-62,7;102080;38,0;;162,6;FIX_OK;12;0,8;51,177368;6,803003;0,74;20;OK;1;RUN;0;0;2
59,1;22:27:08;606037;22,9;0,199;-62,6;102079;37,8;;167,6;FIX_OK;12;0,8;51,177315;6,803025;0,68;20;OK;1;RUN;0;0;2
60,1;22:27:09;607041;24,5;0,206;-62,5;102078;37,7;;172,6;FIX_OK;12;0,8;51,177254;6,803040;0,24;20;OK;1;RUN;0;0;2
61,0;22:27:10;607946;24,4;0,212;-61,2;102062;37,7;;178,3;FIX_OK;12;0,8;51,177197;6,803045;0,03;20;OK;1;RUN;0;0;2
62,0;22:27:11;608950;24,4;0,219;-62,1;102073;38,2;;183,2;FIX_OK;12;0,8;51,177135;6,803041;0,00;20;OK;1;RUN;0;0;2
63,0;22:27:12;609954;24,3;0,225;-62,1;102073;38,3;;187,8;FIX_OK;11;0,9;51,177074;6,803031;0,52;20;OK;1;RUN;0;0;2
64,0;22:27:13;610956;24,4;0,232;-61,6;102067;38,5;;189,0;FIX_OK;11;0,9;51,177013;6,803017;0,00;20;OK;1;RUN;0;0;2
65,0;22:27:14;611960;26,5;0,239;-60,8;102058;38,6;;188,0;FIX_OK;11;0,9;51,176952;6,803002;0,21;20;OK;1;RUN;0;0;2
66,0;22:27:15;612963;29,8;0,247;-60,3;102052;38,7;;188,9;FIX_OK;11;0,9;51,176880;6,802983;0,66;20;OK;1;RUN;0;0;2
67,0;22:27:16;613967;31,9;0,256;-62,2;102074;39,5;;190,6;FIX_OK;12;0,8;51,176804;6,802960;0,36;20;OK;1;RUN;0;0;2
68,0;22:27:17;614971;31,8;0,265;-62,2;102074;39,9;;193,8;FIX_OK;12;0,8;51,176723;6,802933;3,70;65;OK;1;RUN;0;0;2
69,0;22:27:18;615975;31,4;0,273;-62,8;102081;40,5;;192,8;FIX_OK;12;0,8;51,176647;6,802907;1,83;20;OK;1;RUN;0;0;2
70,0;22:27:19;616979;27,9;0,282;-62,7;102080;41,3;;197,2;FIX_OK;12;0,8;51,176579;6,802878;0,00;20;OK;1;RUN;0;0;2
71,0;22:27:20;617983;7,2;0,287;-62,8;102082;41,5;;192,9;FIX_OK;11;0,9;51,176559;6,802870;0,18;20;OK;1;RUN;0;0;2
72,0;22:27:21;618987;0,0;0,288;-62,6;102079;41,3;;192,9;FIX_OK;12;0,8;51,176559;6,802873;0,22;20;OK;1;RUN;0;0;2
73,0;22:27:22;619991;0,0;0,288;-63,0;102084;41,2;;192,9;FIX_OK;12;0,8;51,176559;6,802873;0,35;20;OK;1;RUN;0;0;2
74,0;22:27:23;620995;0,0;0,288;-63,0;102084;41,1;;192,9;FIX_OK;12;0,8;51,176559;6,802875;0,00;20;OK;1;RUN;0;0;2
75,1;22:27:24;621998;0,0;0,288;-62,2;102074;41,1;;192,9;FIX_OK;12;0,8;51,176559;6,802875;0,00;20;OK;1;RUN;0;0;2
76,1;22:27:25;623002;0,0;0,288;-62,5;102077;41,1;;192,9;FIX_OK;12;0,8;51,176559;6,802875;0,55;20;OK;1;RUN;0;0;2
77,1;22:27:26;624004;8,1;0,289;-62,6;102079;41,4;;193,5;FIX_OK;12;0,8;51,176548;6,802872;0,39;20;OK;1;RUN;0;0;2
78,1;22:27:27;625007;13,8;0,292;-62,7;102080;41,5;;189,8;FIX_OK;12;0,8;51,176514;6,802868;0,21;20;OK;1;RUN;0;0;2
79,1;22:27:28;626011;18,1;0,296;-62,5;102077;41,6;;190,2;FIX_OK;12;0,8;51,176476;6,802853;0,41;20;OK;1;RUN;0;0;2
80,1;22:27:29;627015;22,8;0,302;-62,7;102080;41,7;;190,6;FIX_OK;12;0,8;51,176422;6,802837;0,88;20;OK;1;RUN;0;0;2
81,1;22:27:30;628019;25,4;0,309;-61,9;102071;41,6;;191,3;FIX_OK;12;0,8;51,176365;6,802818;0,32;20;OK;1;RUN;0;0;2
82,1;22:27:31;629023;26,8;0,316;-62,4;102077;41,5;;191,8;FIX_OK;12;0,8;51,176300;6,802798;0,59;20;OK;1;RUN;0;0;2
83,1;22:27:32;630026;28,9;0,324;-62,5;102078;41,2;;191,9;FIX_OK;13;0,8;51,176231;6,802765;0,73;20;OK;1;RUN;0;0;2
84,1;22:27:33;631028;29,8;0,332;-61,9;102071;41,5;;192,7;FIX_OK;13;0,8;51,176159;6,802733;0,40;20;OK;1;RUN;0;0;2
85,1;22:27:34;632031;30,5;0,340;-62,4;102077;41,4;;193,7;FIX_OK;13;0,8;51,176083;6,802701;0,00;20;OK;1;RUN;0;0;2
86,1;22:27:35;633033;31,5;0,349;-62,5;102077;41,3;;198,1;FIX_OK;13;0,8;51,176006;6,802663;0,38;20;OK;1;RUN;0;0;2
87,1;22:27:36;634037;31,5;0,358;-62,3;102075;41,2;;198,4;FIX_OK;13;0,8;51,175926;6,802625;0,57;20;OK;1;RUN;0;0;2
88,1;22:27:37;635041;32,2;0,367;-61,8;102069;40,9;;195,6;FIX_OK;13;0,8;51,175850;6,802588;0,64;20;OK;1;RUN;0;0;2
89,1;22:27:38;636044;31,5;0,375;-61,9;102070;40,5;;193,9;FIX_OK;12;0,8;51,175770;6,802562;0,00;20;OK;1;RUN;0;0;2
90,1;22:27:39;637048;31,0;0,384;-61,1;102061;40,3;;192,3;FIX_OK;12;0,8;51,175694;6,802533;0,18;20;OK;1;RUN;0;0;2
91,0;22:27:40;637946;30,9;0,392;-61,1;102061;40,2;;190,4;FIX_OK;12;0,8;51,175617;6,802512;0,00;20;OK;1;RUN;0;0;2
92,0;22:27:41;638950;30,2;0,400;-62,6;102079;40,1;;189,9;FIX_OK;12;0,8;51,175541;6,802487;0,00;20;OK;1;RUN;0;0;2
93,0;22:27:42;639952;30,1;0,409;-62,2;102074;40,2;;189,1;FIX_OK;13;0,8;51,175465;6,802467;0,25;26;OK;1;RUN;0;0;2
94,0;22:27:43;640955;30,1;0,417;-61,7;102069;40,2;;187,9;FIX_OK;13;0,8;51,175388;6,802452;0,90;20;OK;1;RUN;0;0;2
95,0;22:27:44;641958;30,1;0,425;-62,6;102079;40,1;;184,3;FIX_OK;13;0,8;51,175312;6,802440;0,73;20;OK;1;RUN;0;0;2
96,0;22:27:45;642961;29,3;0,434;-62,2;102075;40,0;;183,7;FIX_OK;13;0,8;51,175240;6,802432;0,35;20;OK;1;RUN;0;0;2
97,0;22:27:46;643965;28,7;0,442;-62,3;102075;39,9;;180,8;FIX_OK;13;0,8;51,175167;6,802427;0,18;20;OK;1;RUN;0;0;2
98,0;22:27:47;644968;27,2;0,450;-61,9;102071;39,9;;179,6;FIX_OK;13;0,8;51,175098;6,802425;0,74;20;OK;1;RUN;0;0;2
99,0;22:27:48;645972;28,6;0,457;-62,7;102081;40,0;;180,2;FIX_OK;13;0,8;51,175026;6,802428;0,00;20;OK;1;RUN;0;0;2
100,0;22:27:49;646975;28,7;0,465;-62,1;102073;40,0;;182,4;FIX_OK;12;0,8;51,174957;6,802422;0,17;20;OK;1;RUN;0;0;2
101,0;22:27:50;647978;29,6;0,473;-61,2;102062;40,0;;182,2;FIX_OK;12;0,8;51,174885;6,802417;0,00;20;OK;1;RUN;0;0;2
102,0;22:27:51;648980;29,0;0,482;-61,8;102070;40,1;;181,2;FIX_OK;12;0,8;51,174812;6,802413;0,76;20;OK;1;RUN;0;0;2
103,0;22:27:52;649984;29,0;0,490;-61,9;102071;40,0;;177,5;FIX_OK;13;0,8;51,174740;6,802415;0,18;20;OK;1;RUN;0;0;2
104,0;22:27:53;650987;29,6;0,498;-62,0;102072;40,0;;180,6;FIX_OK;13;0,8;51,174664;6,802417;0,52;20;OK;1;RUN;0;0;2
105,0;22:27:54;651991;27,5;0,506;-62,2;102074;39,9;;179,8;FIX_OK;13;0,8;51,174595;6,802418;0,26;20;OK;1;RUN;0;0;2
106,0;22:27:55;652994;27,4;0,513;-62,8;102081;39,8;;181,6;FIX_OK;13;0,8;51,174522;6,802417;0,42;20;OK;1;RUN;0;0;2
107,1;22:27:56;653998;28,3;0,521;-62,2;102074;39,8;;181,8;FIX_OK;13;0,8;51,174450;6,802410;0,45;20;OK;1;RUN;0;0;2
108,1;22:27:57;655002;28,3;0,529;-62,6;102079;39,7;;181,9;FIX_OK;12;0,8;51,174377;6,802405;0,30;20;OK;1;RUN;0;0;2
109,1;22:27:58;656004;28,8;0,537;-62,3;102076;39,6;;180,2;FIX_OK;12;0,8;51,174309;6,802405;0,48;20;OK;1;RUN;0;0;2
110,1;22:27:59;657006;28,8;0,545;-62,7;102080;39,1;;181,5;FIX_OK;12;0,8;51,174236;6,802405;0,00;20;OK;1;RUN;0;0;2
111,1;22:28:00;658009;29,0;0,553;-62,3;102076;38,7;;184,9;FIX_OK;12;0,8;51,174164;6,802402;0,00;20;OK;1;RUN;0;0;2
112,1;22:28:01;659012;30,6;0,561;-62,3;102075;38,5;;188,2;FIX_OK;12;0,8;51,174091;6,802387;1,35;20;OK;1;RUN;0;0;2
113,1;22:28:02;660014;34,2;0,570;-61,9;102071;38,1;;191,7;FIX_OK;12;0,8;51,174011;6,802365;1,96;20;OK;1;RUN;0;0;2
114,1;22:28:03;661017;36,3;0,580;-61,8;102069;38,1;;193,2;FIX_OK;12;0,8;51,173927;6,802335;0,00;20;OK;1;RUN;0;0;2
115,1;22:28:04;662019;36,6;0,590;-62,3;102076;36,9;;192,0;FIX_OK;12;0,8;51,173855;6,802323;0,00;20;OK;1;RUN;0;0;2
116,1;22:28:05;663020;35,7;0,601;-62,7;102080;38,4;;191,4;FIX_OK;12;0,8;51,173763;6,802307;1,41;20;OK;1;RUN;0;0;2
117,1;22:28:06;664022;37,6;0,611;-61,6;102067;39,2;;190,2;FIX_OK;12;0,8;51,173672;6,802273;3,13;50;OK;1;RUN;0;0;2
118,1;22:28:07;665024;38,0;0,621;-61,3;102064;39,9;;188,5;FIX_OK;12;0,8;51,173565;6,802227;1,59;20;OK;1;RUN;0;0;2
119,1;22:28:08;666026;28,2;0,630;-61,8;102070;39,9;;184,7;FIX_OK;12;0,8;51,173462;6,802202;0,00;20;OK;1;RUN;0;0;2
120,1;22:28:09;667028;21,2;0,637;-62,2;102074;40,3;;178,4;FIX_OK;12;0,8;51,173409;6,802197;0,00;20;OK;1;RUN;0;0;2
121,1;22:28:10;668030;12,1;0,642;-62,6;102079;40,6;;166,8;FIX_OK;12;0,8;51,173389;6,802192;0,34;20;OK;1;RUN;0;0;2
122,1;22:28:11;669034;3,8;0,644;-62,2;102075;40,7;;166,8;FIX_OK;12;0,8;51,173389;6,802193;0,08;20;OK;1;RUN;0;0;2
123,1;22:28:12;670038;0,0;0,645;-62,8;102082;40,4;;166,8;FIX_OK;12;0,8;51,173389;6,802186;0,00;20;OK;1;RUN;0;0;2
124,1;22:28:13;671040;0,0;0,645;-62,5;102078;40,4;;166,8;FIX_OK;12;0,8;51,173386;6,802186;0,60;20;OK;1;RUN;0;0;2
