sep=;
# SmartBikeRearLight Fahrt-Export
# schema_version;2
# geraet;SmartBikeRearLight
# app_version;1.0
# start_utc;2026-08-06T20:20:41Z
# ende_utc;2026-08-06T20:24:06Z
t_s;uhrzeit;device_timestamp_ms;speed_kmph;distanz_km;hoehe_m;pressure_pa;gnss_altitude_m;temperature_c;course_deg;fix_status;sats;hdop;lat;lon;brake_decel_ms2;brake_light_pct;imu_health;baro_valid;system_state;init_degraded;watchdog_recovered;frame_version
27,1;22:21:08;246812;28,0;0,060;-64,2;102099;46,7;;215,7;FIX_OK;8;1,0;51,175930;6,809206;0,97;20;OK;1;RUN;0;0;2
28,1;22:21:09;247814;28,3;0,068;-63,0;102084;46,3;;215,7;FIX_OK;8;1,0;51,175873;6,809142;0,14;20;OK;1;RUN;0;0;2
29,1;22:21:10;248817;28,4;0,075;-63,2;102086;45,9;;216,3;FIX_OK;8;1,0;51,175816;6,809073;0,52;20;OK;1;RUN;0;0;2
30,1;22:21:11;249818;29,1;0,083;-63,4;102089;45,5;;217,4;FIX_OK;8;1,0;51,175755;6,809005;0,52;20;OK;1;RUN;0;0;2
31,1;22:21:12;250820;29,4;0,092;-62,9;102082;45,3;;219,7;FIX_OK;8;1,0;51,175697;6,808932;0,20;20;OK;1;RUN;0;0;2
32,1;22:21:13;251822;29,4;0,100;-62,8;102082;44,7;;221,2;FIX_OK;8;1,0;51,175640;6,808855;0,21;20;OK;1;RUN;0;0;2
33,1;22:21:14;252824;29,4;0,108;-62,7;102081;44,2;;224,3;FIX_OK;8;1,0;51,175583;6,808775;0,00;20;OK;1;RUN;0;0;2
34,1;22:21:15;253826;29,3;0,116;-63,1;102085;43,7;;226,4;FIX_OK;8;1,0;51,175533;6,808693;0,00;20;OK;1;RUN;0;0;2
35,1;22:21:16;254827;29,8;0,124;-62,7;102080;43,6;;225,9;FIX_OK;8;1,0;51,175480;6,808609;0,29;20;OK;1;RUN;0;0;2
36,1;22:21:17;255829;28,1;0,132;-63,1;102085;42,9;;226,7;FIX_OK;8;1,0;51,175430;6,808525;0,10;20;OK;1;RUN;0;0;2
37,1;22:21:18;256831;29,4;0,140;-62,6;102079;42,8;;225,4;FIX_OK;8;1,0;51,175381;6,808444;0,52;20;OK;1;RUN;0;0;2
38,1;22:21:19;257833;28,8;0,149;-63,1;102085;42,6;;226,1;FIX_OK;8;1,0;51,175327;6,808360;0,33;20;OK;1;RUN;0;0;2
39,1;22:21:20;258835;29,1;0,157;-62,6;102079;41,9;;225,8;FIX_OK;8;1,0;51,175278;6,808277;0,18;20;OK;1;RUN;0;0;2
40,1;22:21:21;259836;29,2;0,165;-62,7;102080;41,9;;226,5;FIX_OK;8;1,0;51,175228;6,808193;0,50;20;OK;1;RUN;0;0;2
41,1;22:21:22;260838;29,1;0,173;-63,2;102087;41,7;;226,5;FIX_OK;8;1,0;51,175179;6,808108;0,47;20;OK;1;RUN;0;0;2
42,1;22:21:23;261840;29,2;0,181;-63,2;102086;41,4;;226,1;FIX_OK;8;1,0;51,175125;6,808025;0,11;20;OK;1;RUN;0;0;2
43,1;22:21:24;262843;29,2;0,189;-62,8;102082;41,5;;224,6;FIX_OK;8;1,0;51,175076;6,807941;0,20;20;OK;1;RUN;0;0;2
44,1;22:21:25;263845;29,1;0,197;-63,2;102086;41,2;;222,3;FIX_OK;8;1,0;51,175022;6,807862;0,35;20;OK;1;RUN;0;0;2
45,1;22:21:26;264846;28,6;0,205;-63,2;102087;40,5;;219,4;FIX_OK;8;1,0;51,174965;6,807788;0,25;20;OK;1;RUN;0;0;2
46,0;22:21:27;265749;28,6;0,212;-63,0;102085;40,5;;219,4;FIX_OK;8;1,0;51,174965;6,807788;0,66;20;OK;1;RUN;0;0;2
47,0;22:21:28;266751;29,4;0,220;-63,4;102089;40,2;;215,5;FIX_OK;8;1,0;51,174908;6,807720;0,74;20;OK;1;RUN;0;0;2
48,0;22:21:29;267754;29,3;0,229;-63,6;102092;40,8;;211,2;FIX_OK;8;1,0;51,174847;6,807653;0,65;20;OK;1;RUN;0;0;2
49,0;22:21:30;268756;29,4;0,237;-63,9;102095;41,3;;207,0;FIX_OK;8;1,0;51,174782;6,807595;0,39;20;OK;1;RUN;0;0;2
50,0;22:21:31;269757;29,4;0,245;-63,4;102089;41,0;;204,2;FIX_OK;8;1,0;51,174713;6,807545;0,74;20;OK;1;RUN;0;0;2
51,0;22:21:32;270761;29,5;0,253;-63,6;102091;40,8;;202,0;FIX_OK;8;1,0;51,174648;6,807500;0,08;20;OK;1;RUN;0;0;2
52,0;22:21:33;271764;29,1;0,261;-63,8;102093;40,7;;201,1;FIX_OK;8;1,0;51,174583;6,807458;0,00;20;OK;1;RUN;0;0;2
53,0;22:21:34;272768;28,4;0,269;-63,9;102095;40,7;;196,8;FIX_OK;8;1,0;51,174515;6,807422;0,67;20;OK;1;RUN;0;0;2
54,0;22:21:35;273770;28,8;0,277;-62,5;102078;40,5;;191,4;FIX_OK;8;1,0;51,174446;6,807394;0,08;20;OK;1;RUN;0;0;2
55,0;22:21:36;274773;28,4;0,285;-63,6;102091;40,2;;187,8;FIX_OK;8;1,0;51,174374;6,807375;0,76;20;OK;1;RUN;0;0;2
56,0;22:21:37;275775;29,1;0,293;-63,5;102090;39,9;;183,7;FIX_OK;8;1,0;51,174301;6,807365;0,18;20;OK;1;RUN;0;0;2
57,0;22:21:38;276776;29,0;0,301;-62,9;102083;38,2;;180,9;FIX_OK;8;1,0;51,174221;6,807362;0,00;20;OK;1;RUN;0;0;2
58,0;22:21:39;277778;29,0;0,309;-63,1;102085;37,1;;181,8;FIX_OK;8;1,0;51,174149;6,807362;0,07;20;OK;1;RUN;0;0;2
59,0;22:21:40;278780;29,1;0,317;-62,8;102082;36,8;;179,6;FIX_OK;8;1,0;51,174072;6,807360;0,23;20;OK;1;RUN;0;0;2
60,0;22:21:41;279782;28,3;0,325;-63,4;102088;36,8;;180,6;FIX_OK;9;1,0;51,174000;6,807362;0,78;20;OK;1;RUN;0;0;2
61,0;22:21:42;280784;28,2;0,333;-63,4;102088;36,7;;181,2;FIX_OK;9;1,0;51,173927;6,807357;0,26;20;OK;1;RUN;0;0;2
62,0;22:21:43;281786;27,7;0,341;-63,0;102084;36,9;;181,3;FIX_OK;9;1,0;51,173859;6,807353;0,46;20;OK;1;RUN;0;0;2
63,0;22:21:44;282789;28,6;0,349;-63,0;102084;36,6;;180,4;FIX_OK;9;1,0;51,173786;6,807350;0,18;20;OK;1;RUN;0;0;2
64,0;22:21:45;283791;29,8;0,357;-63,4;102088;37,0;;180,6;FIX_OK;9;1,0;51,173710;6,807348;0,25;20;OK;1;RUN;0;0;2
65,0;22:21:46;284793;29,8;0,365;-63,1;102086;37,0;;181,0;FIX_OK;9;1,0;51,173634;6,807347;0,06;20;OK;1;RUN;0;0;2
66,0;22:21:47;285795;29,2;0,374;-63,6;102091;36,9;;182,1;FIX_OK;9;1,0;51,173561;6,807347;0,51;20;OK;1;RUN;0;0;2
67,0;22:21:48;286796;30,4;0,382;-62,9;102083;36,8;;182,8;FIX_OK;9;1,0;51,173485;6,807340;0,50;20;OK;1;RUN;0;0;2
68,0;22:21:49;287798;29,2;0,390;-62,3;102076;37,2;;185,8;FIX_OK;9;1,0;51,173409;6,807328;0,02;20;OK;1;RUN;0;0;2
69,1;22:21:50;288800;28,7;0,398;-62,4;102076;37,6;;185,2;FIX_OK;9;1,0;51,173336;6,807315;0,00;20;OK;1;RUN;0;0;2
70,1;22:21:51;289803;28,7;0,406;-62,1;102073;37,5;;183,3;FIX_OK;9;1,0;51,173264;6,807308;0,38;20;OK;1;RUN;0;0;2
71,1;22:21:52;290805;28,7;0,414;-62,5;102077;37,4;;184,3;FIX_OK;9;1,0;51,173191;6,807302;0,54;20;OK;1;RUN;0;0;2
72,1;22:21:53;291806;28,6;0,422;-62,2;102075;37,3;;182,0;FIX_OK;9;1,0;51,173119;6,807300;0,38;20;OK;1;RUN;0;0;2
73,1;22:21:54;292808;28,0;0,430;-62,3;102075;37,7;;180,1;FIX_OK;9;1,0;51,173050;6,807300;0,53;20;OK;1;RUN;0;0;2
74,1;22:21:55;293810;28,3;0,438;-62,2;102074;38,0;;182,2;FIX_OK;9;1,0;51,172977;6,807300;0,04;20;OK;1;RUN;0;0;2
75,1;22:21:56;294812;29,3;0,446;-62,5;102078;37,6;;182,6;FIX_OK;9;1,0;51,172905;6,807297;0,57;20;OK;1;RUN;0;0;2
76,1;22:21:57;295814;28,5;0,454;-61,8;102070;37,7;;179,4;FIX_OK;9;1,0;51,172832;6,807297;0,55;20;OK;1;RUN;0;0;2
77,1;22:21:58;296816;27,4;0,462;-62,0;102072;37,6;;178,0;FIX_OK;9;1,0;51,172760;6,807298;0,22;20;OK;1;RUN;0;0;2
78,1;22:21:59;297819;28,6;0,469;-62,1;102073;37,5;;180,5;FIX_OK;9;1,0;51,172688;6,807298;0,00;20;OK;1;RUN;0;0;2
79,1;22:22:00;298821;29,0;0,477;-62,1;102073;37,5;;181,6;FIX_OK;9;1,0;51,172615;6,807298;0,22;20;OK;1;RUN;0;0;2
80,1;22:22:01;299824;28,9;0,486;-62,2;102074;37,3;;179,6;FIX_OK;9;1,0;51,172539;6,807300;0,15;20;OK;1;RUN;0;0;2
81,1;22:22:02;300826;29,0;0,494;-62,4;102076;37,6;;179,0;FIX_OK;9;1,0;51,172466;6,807300;0,93;20;OK;1;RUN;0;0;2
82,1;22:22:03;301827;29,9;0,502;-62,0;102071;37,8;;178,9;FIX_OK;9;1,0;51,172386;6,807297;0,33;20;OK;1;RUN;0;0;2
83,1;22:22:04;302829;30,2;0,510;-62,0;102072;37,8;;180,4;FIX_OK;9;1,0;51,172310;6,807297;0,65;20;OK;1;RUN;0;0;2
84,1;22:22:05;303831;29,8;0,519;-61,7;102068;37,9;;180,6;FIX_OK;9;1,0;51,172234;6,807295;0,37;20;OK;1;RUN;0;0;2
85,1;22:22:06;304833;28,7;0,527;-62,2;102074;38,0;;181,7;FIX_OK;9;1,0;51,172161;6,807290;0,00;20;OK;1;RUN;0;0;2
86,1;22:22:07;305835;29,7;0,535;-61,8;102069;37,9;;178,5;FIX_OK;8;1,0;51,172085;6,807293;0,40;20;OK;1;RUN;0;0;2
87,1;22:22:08;306836;29,4;0,543;-62,6;102079;37,9;;180,4;FIX_OK;8;1,0;51,172009;6,807292;1,10;20;OK;1;RUN;0;0;2
88,1;22:22:09;307838;29,0;0,551;-61,9;102071;37,1;;184,0;FIX_OK;9;1,0;51,171932;6,807270;0,60;20;OK;1;RUN;0;0;2
89,1;22:22:10;308840;29,9;0,559;-61,9;102071;36,9;;182,5;FIX_OK;9;1,0;51,171856;6,807263;0,78;20;OK;1;RUN;0;0;2
90,1;22:22:11;309842;26,8;0,567;-61,2;102063;37,0;;185,6;FIX_OK;10;1,0;51,171787;6,807260;0,93;20;OK;1;RUN;0;0;2
91,1;22:22:12;310844;28,3;0,575;-62,1;102073;36,9;;187,0;FIX_OK;10;1,0;51,171719;6,807248;0,32;20;OK;1;RUN;0;0;2
92,1;22:22:13;311846;29,3;0,583;-62,1;102073;37,2;;187,4;FIX_OK;10;1,0;51,171638;6,807235;0,00;20;OK;1;RUN;0;0;2
93,1;22:22:14;312849;28,5;0,591;-62,0;102072;36,7;;190,6;FIX_OK;10;1,0;51,171574;6,807219;0,30;20;OK;1;RUN;0;0;2
94,0;22:22:15;313751;29,7;0,598;-62,2;102074;36,6;;191,5;FIX_OK;10;1,0;51,171505;6,807199;0,05;20;OK;1;RUN;0;0;2
95,0;22:22:16;314754;29,0;0,606;-61,7;102068;36,6;;190,0;FIX_OK;10;1,0;51,171436;6,807178;0,35;20;OK;1;RUN;0;0;2
96,0;22:22:17;315756;28,6;0,614;-61,9;102071;36,5;;188,8;FIX_OK;10;1,0;51,171364;6,807158;0,12;20;OK;1;RUN;0;0;2
97,0;22:22:18;316757;27,7;0,622;-61,7;102068;35,1;;189,1;FIX_OK;10;1,0;51,171307;6,807128;0,59;20;OK;1;RUN;0;0;2
98,0;22:22:19;317759;26,2;0,630;-61,8;102070;37,2;;193,0;FIX_OK;10;1,0;51,171211;6,807127;0,28;20;OK;1;RUN;0;0;2
99,0;22:22:20;318761;27,6;0,637;-61,6;102067;37,4;;197,0;FIX_OK;10;1,0;51,171139;6,807086;0,03;20;OK;1;RUN;0;0;2
100,0;22:22:21;319763;28,8;0,645;-61,5;102065;37,3;;198,8;FIX_OK;10;1,0;51,171070;6,807050;0,76;20;OK;1;RUN;0;0;2
101,0;22:22:22;320765;29,1;0,653;-61,6;102067;37,4;;200,6;FIX_OK;10;1,0;51,171001;6,807008;0,76;20;OK;1;RUN;0;0;2
102,0;22:22:23;321765;29,4;0,661;-60,9;102059;37,8;;202,0;FIX_OK;10;1,0;51,170933;6,806962;0,00;20;OK;1;RUN;0;0;2
103,0;22:22:24;322767;29,8;0,670;-61,2;102062;37,6;;203,5;FIX_OK;10;1,0;51,170864;6,806911;0,34;20;OK;1;RUN;0;0;2
104,0;22:22:25;323769;29,8;0,678;-61,3;102063;37,6;;202,9;FIX_OK;10;1,0;51,170795;6,806863;0,36;20;OK;1;RUN;0;0;2
105,0;22:22:26;324770;29,8;0,686;-61,1;102061;37,6;;200,9;FIX_OK;10;1,0;51,170727;6,806817;0,21;20;OK;1;RUN;0;0;2
106,0;22:22:27;325772;29,8;0,694;-61,1;102061;37,5;;201,0;FIX_OK;10;1,0;51,170658;6,806773;0,99;20;OK;1;RUN;0;0;2
107,0;22:22:28;326774;29,8;0,703;-61,3;102064;37,7;;204,1;FIX_OK;10;1,0;51,170586;6,806725;0,31;20;OK;1;RUN;0;0;2
108,0;22:22:29;327776;29,7;0,711;-61,4;102065;37,4;;204,8;FIX_OK;10;1,0;51,170517;6,806675;0,26;20;OK;1;RUN;0;0;2
109,0;22:22:30;328779;29,7;0,719;-61,6;102067;37,5;;204,9;FIX_OK;10;1,0;51,170448;6,806623;0,00;20;OK;1;RUN;0;0;2
110,0;22:22:31;329780;29,3;0,727;-60,9;102059;37,5;;205,7;FIX_OK;10;1,0;51,170383;6,806573;0,40;20;OK;1;RUN;0;0;2
111,0;22:22:32;330782;29,4;0,736;-61,2;102063;37,0;;203,8;FIX_OK;10;1,0;51,170315;6,806525;0,86;20;OK;1;RUN;0;0;2
112,0;22:22:33;331785;26,8;0,743;-61,3;102063;37,2;;207,3;FIX_OK;10;1,0;51,170254;6,806475;0,29;20;OK;1;RUN;0;0;2
113,0;22:22:34;332787;24,4;0,751;-61,0;102060;36,8;;204,6;FIX_OK;10;1,0;51,170197;6,806432;0,18;20;OK;1;RUN;0;0;2
114,0;22:22:35;333790;22,7;0,757;-61,7;102069;36,2;;202,8;FIX_OK;10;1,0;51,170143;6,806395;0,12;20;OK;1;RUN;0;0;2
115,0;22:22:36;334793;19,6;0,763;-61,1;102061;35,6;;203,4;FIX_OK;10;1,0;51,170097;6,806360;0,53;20;OK;1;RUN;0;0;2
116,0;22:22:37;335796;16,1;0,768;-61,4;102065;35,6;;215,2;FIX_OK;10;1,0;51,170059;6,806324;0,00;20;OK;1;RUN;0;0;2
117,0;22:22:38;336797;13,6;0,772;-61,2;102063;34,7;;234,4;FIX_OK;10;1,0;51,170040;6,806277;0,46;20;OK;1;RUN;0;0;2
118,1;22:22:39;337800;12,6;0,776;-60,8;102058;34,3;;262,8;FIX_OK;10;1,0;51,170036;6,806223;0,10;20;OK;1;RUN;0;0;2
119,1;22:22:40;338803;14,3;0,780;-61,1;102061;33,6;;288,9;FIX_OK;10;1,0;51,170044;6,806169;0,58;20;OK;1;RUN;0;0;2
120,1;22:22:41;339806;18,2;0,784;-60,7;102057;33,2;;309,8;FIX_OK;10;1,0;51,170071;6,806113;0,31;20;OK;1;RUN;0;0;2
121,1;22:22:42;340809;21,0;0,789;-60,8;102057;32,8;;314,4;FIX_OK;10;1,0;51,170105;6,806058;0,18;20;OK;1;RUN;0;0;2
122,1;22:22:43;341810;23,8;0,796;-61,0;102060;32,6;;314,8;FIX_OK;10;1,0;51,170147;6,805994;0,54;20;OK;1;RUN;0;0;2
123,1;22:22:44;342813;24,4;0,802;-61,2;102062;32,1;;316,6;FIX_OK;10;1,0;51,170200;6,805927;0,88;20;OK;1;RUN;0;0;2
124,1;22:22:45;343816;26,2;0,809;-60,4;102053;32,1;;314,8;FIX_OK;10;1,0;51,170246;6,805853;0,37;20;OK;1;RUN;0;0;2
125,1;22:22:46;344819;27,8;0,817;-61,3;102063;31,5;;316,9;FIX_OK;10;1,0;51,170292;6,805779;0,58;20;OK;1;RUN;0;0;2
126,1;22:22:47;345822;28,4;0,825;-61,1;102060;31,0;;315,9;FIX_OK;10;1,0;51,170341;6,805698;0,24;20;OK;1;RUN;0;0;2
127,1;22:22:48;346825;28,8;0,833;-60,8;102058;30,8;;318,1;FIX_OK;10;1,0;51,170395;6,805620;0,44;20;OK;1;RUN;0;0;2
128,1;22:22:49;347829;29,3;0,841;-60,8;102057;30,8;;317,4;FIX_OK;10;1,0;51,170448;6,805540;0,40;20;OK;1;RUN;0;0;2
129,1;22:22:50;348830;28,8;0,849;-60,5;102053;30,7;;317,8;FIX_OK;9;1,3;51,170506;6,805460;0,52;20;OK;1;RUN;0;0;2
130,1;22:22:51;349833;29,4;0,857;-61,3;102064;31,0;;317,6;FIX_OK;9;1,3;51,170563;6,805380;0,57;20;OK;1;RUN;0;0;2
131,1;22:22:52;350836;29,5;0,865;-60,3;102052;31,3;;318,6;FIX_OK;9;1,3;51,170620;6,805300;0,27;20;OK;1;RUN;0;0;2
132,1;22:22:53;351839;29,1;0,873;-60,8;102057;31,4;;318,5;FIX_OK;10;1,0;51,170673;6,805222;0,46;20;OK;1;RUN;0;0;2
133,1;22:22:54;352842;29,1;0,882;-60,4;102053;31,6;;317,2;FIX_OK;10;1,0;51,170727;6,805141;0,70;20;OK;1;RUN;0;0;2
134,1;22:22:55;353845;29,5;0,890;-60,7;102056;31,5;;317,2;FIX_OK;10;1,0;51,170780;6,805063;0,67;20;OK;1;RUN;0;0;2
135,1;22:22:56;354848;29,2;0,898;-60,8;102058;31,6;;315,1;FIX_OK;10;1,0;51,170834;6,804980;0,00;20;OK;1;RUN;0;0;2
136,1;22:22:57;355849;26,3;0,906;-61,4;102064;31,7;;314,2;FIX_OK;10;1,0;51,170883;6,804902;0,17;20;OK;1;RUN;0;0;2
137,0;22:22:58;356752;21,3;0,912;-61,4;102065;31,8;;314,9;FIX_OK;9;1,3;51,170925;6,804835;0,07;20;OK;1;RUN;0;0;2
138,0;22:22:59;357755;18,4;0,917;-61,3;102063;32,5;;311,7;FIX_OK;9;1,3;51,170963;6,804780;1,28;20;OK;1;RUN;0;0;2
139,0;22:23:00;358758;18,3;0,922;-61,7;102068;32,8;;304,0;FIX_OK;9;1,3;51,170990;6,804722;0,30;20;OK;1;RUN;0;0;2
140,0;22:23:01;359761;19,9;0,928;-61,3;102064;32,8;;303,0;FIX_OK;9;1,2;51,171017;6,804657;0,10;20;OK;1;RUN;0;0;2
141,0;22:23:02;360763;21,0;0,933;-61,0;102060;32,9;;303,6;FIX_OK;9;1,3;51,171047;6,804588;0,17;20;OK;1;RUN;0;0;2
142,0;22:23:03;361766;22,6;0,939;-61,0;102060;33,1;;301,8;FIX_OK;9;1,3;51,171078;6,804515;0,46;20;OK;1;RUN;0;0;2
143,0;22:23:04;362768;24,4;0,946;-60,9;102059;33,4;;304,0;FIX_OK;9;1,3;51,171108;6,804435;0,00;20;OK;1;RUN;0;0;2
144,0;22:23:05;363771;25,4;0,953;-60,9;102059;33,7;;301,4;FIX_OK;9;1,3;51,171143;6,804348;0,47;20;OK;1;RUN;0;0;2
145,0;22:23:06;364774;26,2;0,960;-60,9;102059;33,8;;302,5;FIX_OK;9;1,3;51,171177;6,804260;0,60;20;OK;1;RUN;0;0;2
146,0;22:23:07;365777;27,5;0,967;-61,2;102062;34,2;;302,1;FIX_OK;9;1,3;51,171227;6,804172;0,55;20;OK;1;RUN;0;0;2
147,0;22:23:08;366781;28,5;0,975;-61,1;102061;34,8;;304,9;FIX_OK;9;1,2;51,171276;6,804078;0,54;20;OK;1;RUN;0;0;2
148,0;22:23:09;367782;28,6;0,983;-61,5;102066;35,2;;303,2;FIX_OK;9;1,3;51,171318;6,803982;0,00;20;OK;1;RUN;0;0;2
149,0;22:23:10;368785;29,8;0,991;-62,1;102073;35,7;;301,9;FIX_OK;9;1,3;51,171356;6,803882;0,62;20;OK;1;RUN;0;0;2
150,0;22:23:11;369788;28,4;0,999;-61,8;102069;37,6;;304,4;FIX_OK;9;1,3;51,171402;6,803792;0,55;20;OK;1;RUN;0;0;2
151,0;22:23:12;370791;28,8;1,007;-62,0;102072;38,1;;302,4;FIX_OK;9;1,3;51,171444;6,803697;0,49;20;OK;1;RUN;0;0;2
152,0;22:23:13;371794;29,5;1,015;-61,7;102068;38,5;;302,2;FIX_OK;9;1,3;51,171482;6,803596;0,13;20;OK;1;RUN;0;0;2
153,0;22:23:14;372798;29,4;1,024;-61,6;102067;39,3;;302,7;FIX_OK;9;1,3;51,171535;6,803502;0,20;20;OK;1;RUN;0;0;2
154,1;22:23:15;373801;28,7;1,032;-61,8;102069;39,4;;305,1;FIX_OK;9;1,3;51,171577;6,803408;0,12;20;OK;1;RUN;0;0;2
155,1;22:23:16;374802;28,4;1,040;-62,2;102074;38,0;;306,5;FIX_OK;9;1,3;51,171612;6,803300;0,48;20;OK;1;RUN;0;0;2
156,1;22:23:17;375805;27,7;1,048;-62,2;102075;37,9;;306,8;FIX_OK;9;1,3;51,171661;6,803212;0,27;20;OK;1;RUN;0;0;2
157,1;22:23:18;376807;27,7;1,055;-62,7;102080;37,9;;307,1;FIX_OK;9;1,3;51,171703;6,803122;0,35;20;OK;1;RUN;0;0;2
158,1;22:23:19;377810;28,2;1,063;-62,5;102078;37,9;;309,8;FIX_OK;9;1,3;51,171749;6,803035;0,13;20;OK;1;RUN;0;0;2
159,1;22:23:20;378813;27,8;1,071;-62,2;102075;37,7;;309,9;FIX_OK;9;1,3;51,171791;6,802950;0,43;20;OK;1;RUN;0;0;2
160,1;22:23:21;379816;28,3;1,079;-62,4;102077;37,9;;314,7;FIX_OK;9;1,3;51,171837;6,802866;0,71;20;OK;1;RUN;0;0;2
161,1;22:23:22;380819;28,9;1,087;-62,1;102073;37,7;;318,9;FIX_OK;9;1,3;51,171890;6,802788;0,97;20;OK;1;RUN;0;0;2
162,1;22:23:23;381820;29,0;1,095;-62,6;102079;38,0;;321,5;FIX_OK;9;1,2;51,171944;6,802715;0,64;20;OK;1;RUN;0;0;2
163,1;22:23:24;382823;27,4;1,102;-62,5;102078;38,7;;324,6;FIX_OK;9;1,3;51,172001;6,802647;0,19;20;OK;1;RUN;0;0;2
