sep=;
# SmartBikeRearLight Fahrt-Export
# schema_version;3
# frame_version_gemischt;nein
# geraet;SmartBikeRearLight
# app_version;1.0
# start_utc;2026-08-08T20:45:04Z
# ende_utc;2026-08-08T20:48:03Z
t_s;uhrzeit;device_timestamp_ms;speed_kmph;distanz_km;hoehe_m;pressure_pa;gnss_altitude_m;course_deg;fix_status;sats;hdop;lat;lon;brake_decel_ms2;brake_light_pct;imu_health;baro_valid;system_state;init_degraded;watchdog_recovered;frame_version;gnss_accel_ms2;pitch_rad;gyro_bias_rads;norm_delta_min;norm_delta_max;jerk_max;regime_static_n;regime_dynamic_n;regime_shock_n;bias_calibrated;gnss_accel_valid;dt_max_ms;loop_max_us
50,11;22:45:54;100401;7,0;0,269;-12,5;101476;29,2;169,6;FIX_OK;8;1,3;51,176193;6,802607;0,00;20;OK;1;RUN;0;0;3;1,54;-0,1222;-0,0721;-0,116;0,411;0,453;6;4;0;1;1;10;79
50,21;22:45:55;100499;7,0;0,269;-12,5;101476;29,2;169,6;FIX_OK;8;1,3;51,176193;6,802607;0,00;20;OK;1;RUN;0;0;3;1,54;-0,1243;-0,0721;-0,100;0,458;0,468;3;7;0;1;1;12;6156
50,31;22:45:55;100599;7,0;0,269;-12,5;101476;29,2;169,6;FIX_OK;8;1,3;51,176193;6,802607;0,00;20;OK;1;RUN;0;0;3;1,54;-0,1248;-0,0721;0,105;0,531;0,425;1;9;0;1;1;10;53
50,41;22:45:55;100699;7,0;0,269;-12,5;101476;29,2;169,6;FIX_OK;8;1,3;51,176193;6,802607;0,00;20;OK;1;RUN;0;0;3;1,54;-0,1285;-0,0721;-0,231;0,597;0,731;4;6;0;1;1;10;82
50,51;22:45:55;100799;7,0;0,269;-12,5;101476;29,2;169,6;FIX_OK;8;1,3;51,176193;6,802607;0,00;20;OK;1;RUN;0;0;3;1,54;-0,1315;-0,0721;-0,197;0,442;0,639;3;7;0;1;1;10;83
50,61;22:45:55;100899;7,0;0,270;-12,5;101476;29,2;169,6;FIX_OK;8;1,3;51,176193;6,802607;0,00;20;OK;1;RUN;0;0;3;1,54;-0,1349;-0,0721;-0,148;0,529;0,677;4;6;0;1;1;10;92
50,71;22:45:55;100999;7,0;0,270;-12,5;101476;29,2;169,6;FIX_OK;8;1,3;51,176193;6,802607;0,00;20;OK;1;RUN;0;0;3;1,54;-0,1373;-0,0721;-0,244;0,333;0,553;4;6;0;1;1;10;83
50,81;22:45:55;101099;7,0;0,270;-12,5;101476;29,2;169,6;FIX_OK;8;1,3;51,176193;6,802607;0,00;20;OK;1;RUN;0;0;3;1,54;-0,1409;-0,0721;-0,092;0,464;0,480;7;3;0;1;1;10;91
50,91;22:45:55;101199;7,0;0,270;-12,5;101476;29,2;169,6;FIX_OK;8;1,3;51,176193;6,802607;0,00;20;OK;1;RUN;0;0;3;1,54;-0,1438;-0,0721;-0,365;0,517;0,811;3;7;0;1;1;10;83
51,01;22:45:55;101299;8,6;0,270;-12,5;101476;32,8;184,6;FIX_OK;10;0,9;51,176151;6,802647;0,00;20;OK;1;RUN;0;0;3;-0,45;-0,1453;-0,0721;-0,329;0,482;0,599;3;7;0;1;1;10;83
51,11;22:45:55;101403;8,6;0,271;-12,2;101472;32,8;184,6;FIX_OK;10;0,9;51,176151;6,802647;0,00;20;OK;1;RUN;0;0;3;-0,45;-0,1463;-0,0721;-0,223;0,121;0,340;6;4;0;1;1;10;235
51,21;22:45:56;101501;8,6;0,271;-12,2;101472;32,8;184,6;FIX_OK;10;0,9;51,176151;6,802647;0,00;20;OK;1;RUN;0;0;3;-0,45;-0,1454;-0,0721;-0,298;0,206;0,321;7;3;0;1;1;12;5926
51,31;22:45:56;101601;8,6;0,271;-12,2;101472;32,8;184,6;FIX_OK;10;0,9;51,176151;6,802647;0,00;20;OK;1;RUN;0;0;3;-0,45;-0,1456;-0,0721;-0,159;0,218;0,338;6;4;0;1;1;10;53
51,41;22:45:56;101701;8,6;0,271;-12,2;101472;32,8;184,6;FIX_OK;10;0,9;51,176151;6,802647;0,00;20;OK;1;RUN;0;0;3;-0,45;-0,1471;-0,0721;-0,109;0,337;0,446;6;4;0;1;1;10;82
51,51;22:45:56;101801;8,6;0,272;-12,2;101472;32,8;184,6;FIX_OK;10;0,9;51,176151;6,802647;0,00;20;OK;1;RUN;0;0;3;-0,45;-0,1481;-0,0721;-0,076;0,331;0,297;4;6;0;1;1;10;231
51,61;22:45:56;101901;8,6;0,272;-12,2;101472;32,8;184,6;FIX_OK;10;0,9;51,176151;6,802647;0,00;20;OK;1;RUN;0;0;3;-0,45;-0,1500;-0,0721;-0,160;0,513;0,411;4;6;0;1;1;10;82
51,71;22:45:56;102001;8,6;0,272;-12,2;101472;32,8;184,6;FIX_OK;10;0,9;51,176151;6,802647;0,00;20;OK;1;RUN;0;0;3;-0,45;-0,1521;-0,0721;0,010;0,337;0,497;5;5;0;1;1;10;90
51,81;22:45:56;102101;8,6;0,272;-12,2;101472;32,8;184,6;FIX_OK;10;0,9;51,176151;6,802647;0,00;20;OK;1;RUN;0;0;3;-0,45;-0,1551;-0,0721;-0,374;0,640;0,712;4;6;0;1;1;10;83
51,91;22:45:56;102201;8,6;0,273;-12,2;101472;32,8;184,6;FIX_OK;10;0,9;51,176151;6,802647;0,00;20;OK;1;RUN;0;0;3;-0,45;-0,1586;-0,0721;-0,280;0,613;0,893;5;5;0;1;1;10;83
52,01;22:45:56;102301;12,5;0,273;-12,2;101472;34,5;190,6;FIX_OK;10;0,9;51,176113;6,802659;0,00;20;OK;1;RUN;0;0;3;-1,07;-0,1636;-0,0721;-0,266;0,527;0,728;4;6;0;1;1;10;83
52,11;22:45:56;102405;12,5;0,273;-12,3;101472;34,5;190,6;FIX_OK;10;0,9;51,176113;6,802659;0,00;20;OK;1;RUN;0;0;3;-1,07;-0,1658;-0,0721;-0,297;0,197;0,314;5;5;0;1;1;10;235
52,21;22:45:57;102503;12,5;0,274;-12,3;101472;34,5;190,6;FIX_OK;10;0,9;51,176113;6,802659;0,00;20;OK;1;RUN;0;0;3;-1,07;-0,1675;-0,0721;-0,109;0,548;0,657;4;6;0;1;1;12;5871
52,31;22:45:57;102603;12,5;0,274;-12,3;101472;34,5;190,6;FIX_OK;10;0,9;51,176113;6,802659;0,00;20;OK;1;RUN;0;0;3;-1,07;-0,1678;-0,0721;-0,349;0,325;0,674;5;5;0;1;1;10;53
52,41;22:45:57;102703;12,5;0,274;-12,3;101472;34,5;190,6;FIX_OK;10;0,9;51,176113;6,802659;0,00;20;OK;1;RUN;0;0;3;-1,07;-0,1652;-0,0721;-0,451;0,134;0,512;3;7;0;1;1;10;97
52,51;22:45:57;102803;12,5;0,275;-12,3;101472;34,5;190,6;FIX_OK;10;0,9;51,176113;6,802659;0,00;20;OK;1;RUN;0;0;3;-1,07;-0,1618;-0,0721;-0,607;-0,105;0,502;1;9;0;1;1;10;83
52,61;22:45:57;102903;12,5;0,275;-12,3;101472;34,5;190,6;FIX_OK;10;0,9;51,176113;6,802659;0,00;20;OK;1;RUN;0;0;3;-1,07;-0,1590;-0,0721;-0,468;0,157;0,626;5;5;0;1;1;10;92
52,71;22:45:57;103003;12,5;0,275;-12,3;101472;34,5;190,6;FIX_OK;10;0,9;51,176113;6,802659;0,06;20;OK;1;RUN;0;0;3;-1,07;-0,1554;-0,0721;-0,208;0,279;0,487;4;6;0;1;1;10;83
52,81;22:45:57;103103;12,5;0,276;-12,3;101472;34,5;190,6;FIX_OK;10;0,9;51,176113;6,802659;0,08;20;OK;1;RUN;0;0;3;-1,07;-0,1519;-0,0721;-0,280;0,378;0,380;3;7;0;1;1;10;83
52,91;22:45:57;103203;12,5;0,276;-12,3;101472;34,5;190,6;FIX_OK;10;0,9;51,176113;6,802659;0,25;20;OK;1;RUN;0;0;3;-1,07;-0,1523;-0,0721;0,022;0,588;0,751;1;9;0;1;1;10;90
53,01;22:45:57;103303;18,1;0,276;-12,3;101472;35,6;198,7;FIX_OK;10;0,9;51,176071;6,802647;0,01;20;OK;1;RUN;0;0;3;-1,56;-0,1564;-0,0721;-0,407;0,676;0,936;2;8;0;1;1;10;83
53,11;22:45:57;103407;18,1;0,277;-12,4;101474;35,6;198,7;FIX_OK;10;0,9;51,176071;6,802647;0,00;20;OK;1;RUN;0;0;3;-1,56;-0,1592;-0,0721;-0,642;0,088;0,729;6;4;0;1;1;10;235
53,21;22:45:58;103506;18,1;0,277;-12,4;101474;35,6;198,7;FIX_OK;10;0,9;51,176071;6,802647;0,03;20;OK;1;RUN;0;0;3;-1,56;-0,1584;-0,0721;-0,782;0,418;1,050;2;8;0;1;1;13;6532
53,31;22:45:58;103606;18,1;0,278;-12,4;101474;35,6;198,7;FIX_OK;10;0,9;51,176071;6,802647;0,00;20;OK;1;RUN;0;0;3;-1,56;-0,1573;-0,0721;-0,156;0,524;0,651;4;6;0;1;1;10;68
53,41;22:45:58;103706;18,1;0,278;-12,4;101474;35,6;198,7;FIX_OK;10;0,9;51,176071;6,802647;0,00;20;OK;1;RUN;0;0;3;-1,56;-0,1554;-0,0721;-0,131;0,356;0,429;5;5;0;1;1;10;90
53,51;22:45:58;103806;18,1;0,279;-12,4;101474;35,6;198,7;FIX_OK;10;0,9;51,176071;6,802647;0,34;20;OK;1;RUN;0;0;3;-1,56;-0,1544;-0,0721;-0,469;0,421;0,858;1;9;0;1;1;10;93
53,61;22:45:58;103906;18,1;0,279;-12,4;101474;35,6;198,7;FIX_OK;10;0,9;51,176071;6,802647;0,12;20;OK;1;RUN;0;0;3;-1,56;-0,1543;-0,0721;-0,401;0,431;0,828;4;6;0;1;1;10;86
53,71;22:45:58;104006;18,1;0,280;-12,4;101474;35,6;198,7;FIX_OK;10;0,9;51,176071;6,802647;0,04;20;OK;1;RUN;0;0;3;-1,56;-0,1540;-0,0721;-0,471;0,307;0,452;6;4;0;1;1;10;94
53,81;22:45:58;104106;18,1;0,280;-12,4;101474;35,6;198,7;FIX_OK;10;0,9;51,176071;6,802647;0,15;20;OK;1;RUN;0;0;3;-1,56;-0,1535;-0,0721;-0,302;0,368;0,569;4;6;0;1;1;10;95
53,91;22:45:58;104206;18,1;0,281;-12,4;101474;35,6;198,7;FIX_OK;10;0,9;51,176071;6,802647;0,02;20;OK;1;RUN;0;0;3;-1,56;-0,1545;-0,0721;-0,177;0,619;0,796;2;8;0;1;1;10;100
54,01;22:45:58;104306;22,8;0,282;-12,4;101474;36,5;198,4;FIX_OK;10;1,0;51,176018;6,802625;0,05;20;OK;1;RUN;0;0;3;-1,30;-0,1556;-0,0721;-0,221;0,575;0,748;2;8;0;1;1;10;109
54,12;22:45:58;104410;22,8;0,282;-11,8;101467;36,5;198,4;FIX_OK;10;1,0;51,176018;6,802625;0,01;20;OK;1;RUN;0;0;3;-1,30;-0,1567;-0,0721;-0,740;0,635;0,926;1;9;0;1;1;10;97
54,22;22:45:59;104509;22,8;0,283;-11,8;101467;36,5;198,4;FIX_OK;10;1,0;51,176018;6,802625;0,00;20;OK;1;RUN;0;0;3;-1,30;-0,1589;-0,0721;-0,377;0,328;0,588;6;4;0;1;1;13;6532
54,32;22:45:59;104609;22,8;0,283;-11,8;101467;36,5;198,4;FIX_OK;10;1,0;51,176018;6,802625;0,00;20;OK;1;RUN;0;0;3;-1,30;-0,1592;-0,0721;-0,573;0,976;1,548;0;10;0;1;1;10;53
54,42;22:45:59;104709;22,8;0,284;-11,8;101467;36,5;198,4;FIX_OK;10;1,0;51,176018;6,802625;0,00;20;OK;1;RUN;0;0;3;-1,30;-0,1592;-0,0721;-0,970;1,100;1,523;1;9;0;1;1;10;82
54,52;22:45:59;104809;22,8;0,285;-11,8;101467;36,5;198,4;FIX_OK;10;1,0;51,176018;6,802625;0,02;20;OK;1;RUN;0;0;3;-1,30;-0,1591;-0,0721;-0,342;0,473;0,730;2;8;0;1;1;10;227
54,62;22:45:59;104909;22,8;0,285;-11,8;101467;36,5;198,4;FIX_OK;10;1,0;51,176018;6,802625;0,03;20;OK;1;RUN;0;0;3;-1,30;-0,1581;-0,0721;-1,055;0,401;1,393;2;8;0;1;1;10;227
54,72;22:45:59;105009;22,8;0,286;-11,8;101467;36,5;198,4;FIX_OK;10;1,0;51,176018;6,802625;0,04;20;OK;1;RUN;0;0;3;-1,30;-0,1582;-0,0721;-0,943;0,963;1,582;2;8;0;1;1;10;83
54,82;22:45:59;105109;22,8;0,287;-11,8;101467;36,5;198,4;FIX_OK;10;1,0;51,176018;6,802625;0,02;20;OK;1;RUN;0;0;3;-1,30;-0,1575;-0,0720;-0,731;0,497;1,051;1;9;0;1;1;10;83
54,92;22:45:59;105209;22,8;0,287;-11,8;101467;36,5;198,4;FIX_OK;10;1,0;51,176018;6,802625;0,16;20;OK;1;RUN;0;0;3;-1,30;-0,1570;-0,0720;-0,637;0,292;0,614;3;7;0;1;1;10;224
55,02;22:45:59;105309;26,3;0,288;-11,8;101467;37,4;196,4;FIX_OK;9;1,0;51,175957;6,802595;0,22;20;OK;1;RUN;0;0;3;-0,97;-0,1558;-0,0720;-0,435;0,608;1,044;3;7;0;1;1;10;100
55,12;22:45:59;105413;26,3;0,289;-11,7;101466;37,4;196,4;FIX_OK;9;1,0;51,175957;6,802595;0,29;20;OK;1;RUN;0;0;3;-0,97;-0,1542;-0,0720;-0,343;0,342;0,545;4;6;0;1;1;10;240
55,22;22:46:00;105511;26,3;0,289;-11,7;101466;37,4;196,4;FIX_OK;9;1,0;51,175957;6,802595;0,24;20;OK;1;RUN;0;0;3;-0,97;-0,1541;-0,0720;-0,178;0,541;0,719;5;5;0;1;1;12;6116
55,32;22:46:00;105611;26,3;0,290;-11,7;101466;37,4;196,4;FIX_OK;9;1,0;51,175957;6,802595;0,22;20;OK;1;RUN;0;0;3;-0,97;-0,1553;-0,0720;-0,067;0,516;0,608;2;8;0;1;1;10;55
55,42;22:46:00;105711;26,3;0,291;-11,7;101466;37,4;196,4;FIX_OK;9;1,0;51,175957;6,802595;0,25;20;OK;1;RUN;0;0;3;-0,97;-0,1568;-0,0720;-0,182;0,184;0,295;6;4;0;1;1;10;99
55,52;22:46:00;105811;26,3;0,292;-11,7;101466;37,4;196,4;FIX_OK;9;1,0;51,175957;6,802595;0,20;20;OK;1;RUN;0;0;3;-0,97;-0,1583;-0,0720;-0,322;0,299;0,512;4;6;0;1;1;10;234
55,62;22:46:00;105911;26,3;0,292;-11,7;101466;37,4;196,4;FIX_OK;9;1,0;51,175957;6,802595;0,04;20;OK;1;RUN;0;0;3;-0,97;-0,1598;-0,0720;-0,347;1,321;1,097;1;9;0;1;1;10;231
55,72;22:46:00;106011;26,3;0,293;-11,7;101466;37,4;196,4;FIX_OK;9;1,0;51,175957;6,802595;0,23;20;OK;1;RUN;0;0;3;-0,97;-0,1607;-0,0720;-0,733;0,170;0,904;3;7;0;1;1;10;228
55,82;22:46:00;106111;26,3;0,294;-11,7;101466;37,4;196,4;FIX_OK;9;1,0;51,175957;6,802595;0,37;20;OK;1;RUN;0;0;3;-0,97;-0,1592;-0,0720;-0,564;0,190;0,752;1;9;0;1;1;10;89
55,92;22:46:00;106211;26,3;0,295;-11,7;101466;37,4;196,4;FIX_OK;9;1,0;51,175957;6,802595;0,50;20;OK;1;RUN;0;0;3;-0,97;-0,1564;-0,0720;-0,730;1,489;1,765;2;8;0;1;1;10;91
56,02;22:46:00;106311;29,0;0,295;-11,7;101466;38,4;194,5;FIX_OK;9;1,0;51,175892;6,802568;0,47;20;OK;1;RUN;0;0;3;-0,74;-0,1545;-0,0720;-0,837;0,463;2,326;1;8;1;1;1;10;100
56,12;22:46:00;106415;29,0;0,296;-11,9;101468;38,4;194,5;FIX_OK;9;1,0;51,175892;6,802568;0,75;20;OK;1;RUN;0;0;3;-0,74;-0,1527;-0,0720;-0,796;0,377;1,113;2;8;0;1;1;10;224
56,22;22:46:01;106512;29,0;0,297;-11,9;101468;38,4;194,5;FIX_OK;9;1,0;51,175892;6,802568;1,06;20;OK;1;RUN;0;0;3;-0,74;-0,1511;-0,0720;-0,656;0,851;0,890;1;9;0;1;1;11;4804
56,32;22:46:01;106612;29,0;0,298;-11,9;101468;38,4;194,5;FIX_OK;9;1,0;51,175892;6,802568;1,04;20;OK;1;RUN;0;0;3;-0,74;-0,1514;-0,0720;-0,356;0,989;1,344;0;10;0;1;1;10;97
56,42;22:46:01;106712;29,0;0,299;-11,9;101468;38,4;194,5;FIX_OK;9;1,0;51,175892;6,802568;1,39;20;OK;1;RUN;0;0;3;-0,74;-0,1534;-0,0720;-0,281;0,690;0,588;1;9;0;1;1;10;97
56,52;22:46:01;106812;29,0;0,299;-11,9;101468;38,4;194,5;FIX_OK;9;1,0;51,175892;6,802568;2,27;27;OK;1;RUN;0;0;3;-0,74;-0,1512;-0,0720;-0,600;-0,005;0,523;4;6;0;1;1;10;234
56,62;22:46:01;106912;29,0;0,300;-11,9;101468;38,4;194,5;FIX_OK;9;1,0;51,175892;6,802568;2,70;39;OK;1;RUN;0;0;3;-0,74;-0,1468;-0,0720;-0,413;-0,033;0,316;3;7;0;1;1;10;231
56,72;22:46:01;107012;29,0;0,301;-11,9;101468;38,4;194,5;FIX_OK;9;1,0;51,175892;6,802568;3,15;51;OK;1;RUN;0;0;3;-0,74;-0,1425;-0,0720;-0,235;0,362;0,597;1;9;0;1;1;10;228
56,82;22:46:01;107112;29,0;0,302;-11,9;101468;38,4;194,5;FIX_OK;9;1,0;51,175892;6,802568;3,63;64;OK;1;RUN;0;0;3;-0,74;-0,1365;-0,0720;-0,173;0,659;0,833;2;8;0;1;1;10;210
56,92;22:46:01;107212;29,0;0,303;-11,9;101468;38,4;194,5;FIX_OK;9;1,0;51,175892;6,802568;3,71;66;OK;1;RUN;0;0;3;-0,74;-0,1341;-0,0720;-0,352;0,654;0,712;0;10;0;1;1;10;213
57,02;22:46:01;107312;30,4;0,303;-11,9;101468;38,4;193,8;FIX_OK;9;1,0;51,175819;6,802540;3,87;70;OK;1;RUN;0;0;3;-0,41;-0,1293;-0,0720;-0,233;0,403;0,635;2;8;0;1;1;10;243
57,12;22:46:01;107416;30,4;0,304;-11,6;101465;38,4;193,8;FIX_OK;9;1,0;51,175819;6,802540;4,00;73;OK;1;RUN;0;0;3;-0,41;-0,1238;-0,0720;-0,329;0,567;0,359;2;8;0;1;1;10;247
57,22;22:46:02;107515;30,4;0,305;-11,6;101465;38,4;193,8;FIX_OK;9;1,0;51,175819;6,802540;4,24;80;OK;1;RUN;0;0;3;-0,41;-0,1219;-0,0720;0,424;1,098;0,529;0;10;0;1;1;13;6305
57,32;22:46:02;107615;30,4;0,306;-11,6;101465;38,4;193,8;FIX_OK;9;1,0;51,175819;6,802540;4,43;85;OK;1;RUN;0;0;3;-0,41;-0,1223;-0,0720;0,507;2,144;1,321;0;10;0;1;1;10;76
57,42;22:46:02;107715;30,4;0,307;-11,6;101465;38,4;193,8;FIX_OK;9;1,0;51,175819;6,802540;4,12;77;OK;1;RUN;0;0;3;-0,41;-0,1239;-0,0720;0,033;0,983;0,670;1;9;0;1;1;10;91
57,52;22:46:02;107815;30,4;0,308;-11,6;101465;38,4;193,8;FIX_OK;9;1,0;51,175819;6,802540;4,47;86;OK;1;RUN;0;0;3;-0,41;-0,1180;-0,0720;-0,585;0,680;1,130;3;7;0;1;1;10;223
57,62;22:46:02;107915;30,4;0,308;-11,6;101465;38,4;193,8;FIX_OK;9;1,0;51,175819;6,802540;4,75;93;OK;1;RUN;0;0;3;-0,41;-0,1117;-0,0720;-0,629;1,095;0,764;2;8;0;1;1;10;238
57,72;22:46:02;108015;30,4;0,309;-11,6;101465;38,4;193,8;FIX_OK;9;1,0;51,175819;6,802540;4,95;99;OK;1;RUN;0;0;3;-0,41;-0,1095;-0,0720;0,605;1,262;0,543;0;10;0;1;1;10;93
57,82;22:46:02;108115;30,4;0,310;-11,6;101465;38,4;193,8;FIX_OK;9;1,0;51,175819;6,802540;5,34;100;OK;1;RUN;0;0;3;-0,41;-0,1039;-0,0720;0,965;2,473;1,451;0;10;0;1;1;10;228
57,92;22:46:02;108215;30,4;0,311;-11,6;101465;38,4;193,8;FIX_OK;9;1,0;51,175819;6,802540;5,58;100;OK;1;RUN;0;0;3;-0,41;-0,1004;-0,0720;0,733;1,873;0,882;0;10;0;1;1;10;103
58,02;22:46:02;108315;29,5;0,312;-11,6;101465;38,4;192,6;FIX_OK;10;0,9;51,175747;6,802513;5,38;100;OK;1;RUN;0;0;3;0,26;-0,1009;-0,0720;0,470;0,984;0,489;0;10;0;1;1;10;100
58,13;22:46:02;108419;29,5;0,313;-12,8;101478;38,4;192,6;FIX_OK;10;0,9;51,175747;6,802513;5,04;100;OK;1;RUN;0;0;3;0,26;-0,1011;-0,0720;0,460;1,017;0,418;0;10;0;1;1;10;233
58,22;22:46:03;108518;29,5;0,314;-12,8;101478;38,4;192,6;FIX_OK;10;0,9;51,175747;6,802513;5,44;100;OK;1;RUN;0;0;3;0,26;-0,1010;-0,0720;0,578;1,100;0,522;0;10;0;1;1;13;6462
58,32;22:46:03;108618;29,5;0,314;-12,8;101478;38,4;192,6;FIX_OK;10;0,9;51,175747;6,802513;5,59;100;OK;1;RUN;0;0;3;0,26;-0,1002;-0,0720;0,968;1,328;0,328;0;10;0;1;1;10;53
58,42;22:46:03;108718;29,5;0,315;-12,8;101478;38,4;192,6;FIX_OK;10;0,9;51,175747;6,802513;5,18;100;OK;1;RUN;0;0;3;0,26;-0,1010;-0,0720;0,625;1,383;0,334;0;10;0;1;1;10;90
58,52;22:46:03;108818;29,5;0,316;-12,8;101478;38,4;192,6;FIX_OK;10;0,9;51,175747;6,802513;5,24;100;OK;1;RUN;0;0;3;0,26;-0,1011;-0,0720;0,602;1,074;0,472;0;10;0;1;1;10;82
58,62;22:46:03;108918;29,5;0,317;-12,8;101478;38,4;192,6;FIX_OK;10;0,9;51,175747;6,802513;4,48;86;OK;1;RUN;0;0;3;0,26;-0,1022;-0,0720;0,541;1,099;0,400;0;10;0;1;1;10;92
58,72;22:46:03;109018;29,5;0,318;-12,8;101478;38,4;192,6;FIX_OK;10;0,9;51,175747;6,802513;3,28;54;OK;1;RUN;0;0;3;0,26;-0,1047;-0,0720;0,149;0,713;0,391;0;10;0;1;1;10;91
58,82;22:46:03;109118;29,5;0,318;-12,8;101478;38,4;192,6;FIX_OK;10;0,9;51,175747;6,802513;1,79;20;OK;1;RUN;0;0;3;0,26;-0,1071;-0,0720;-0,184;0,514;0,354;4;6;0;1;1;10;83
58,92;22:46:03;109218;29,5;0,319;-12,8;101478;38,4;192,6;FIX_OK;10;0,9;51,175747;6,802513;1,32;20;OK;1;RUN;0;0;3;0,26;-0,1086;-0,0720;-0,295;0,133;0,407;3;7;0;1;1;10;91
59,02;22:46:03;109318;24,9;0,320;-12,8;101478;38,4;192,9;FIX_OK;10;0,9;51,175682;6,802490;0,53;20;OK;1;RUN;0;0;3;1,29;-0,1100;-0,0720;-0,545;0,108;0,361;4;6;0;1;1;10;205
59,13;22:46:03;109422;24,9;0,321;-12,9;101480;38,4;192,9;FIX_OK;10;0,9;51,175682;6,802490;0,32;20;OK;1;RUN;0;0;3;1,29;-0,1118;-0,0720;-0,293;0,099;0,332;2;8;0;1;1;10;83
59,23;22:46:04;109520;24,9;0,321;-12,9;101480;38,4;192,9;FIX_OK;10;0,9;51,175682;6,802490;0,41;20;OK;1;RUN;0;0;3;1,29;-0,1111;-0,0720;-0,383;0,032;0,415;7;3;0;1;1;12;6011
59,33;22:46:04;109620;24,9;0,322;-12,9;101480;38,4;192,9;FIX_OK;10;0,9;51,175682;6,802490;0,66;20;OK;1;RUN;0;0;3;1,29;-0,1099;-0,0720;-0,243;0,148;0,390;5;5;0;1;1;10;54
59,43;22:46:04;109720;24,9;0,323;-12,9;101480;38,4;192,9;FIX_OK;10;0,9;51,175682;6,802490;0,67;20;OK;1;RUN;0;0;3;1,29;-0,1085;-0,0720;-0,150;0,106;0,199;8;2;0;1;1;10;88
59,53;22:46:04;109820;24,9;0,323;-12,9;101480;38,4;192,9;FIX_OK;10;0,9;51,175682;6,802490;0,57;20;OK;1;RUN;0;0;3;1,29;-0,1075;-0,0720;-0,258;0,065;0,276;7;3;0;1;1;10;92
59,63;22:46:04;109920;24,9;0,324;-12,9;101480;38,4;192,9;FIX_OK;10;0,9;51,175682;6,802490;0,58;20;OK;1;RUN;0;0;3;1,29;-0,1067;-0,0720;-0,336;0,162;0,401;4;6;0;1;1;10;88
59,73;22:46:04;110020;24,9;0,325;-12,9;101480;38,4;192,9;FIX_OK;10;0,9;51,175682;6,802490;0,56;20;OK;1;RUN;0;0;3;1,29;-0,1064;-0,0720;-0,244;0,120;0,366;5;5;0;1;1;10;90
59,83;22:46:04;110120;24,9;0,326;-12,9;101480;38,4;192,9;FIX_OK;10;0,9;51,175682;6,802490;0,55;20;OK;1;RUN;0;0;3;1,29;-0,1055;-0,0720;-0,662;0,430;0,579;3;7;0;1;1;10;89
59,93;22:46:04;110220;24,9;0,326;-12,9;101480;38,4;192,9;FIX_OK;10;0,9;51,175682;6,802490;0,53;20;OK;1;RUN;0;0;3;1,29;-0,1063;-0,0720;-0,388;0,584;0,614;2;8;0;1;1;10;93
60,03;22:46:04;110320;18,7;0,327;-12,9;101480;38,5;193,5;FIX_OK;10;0,9;51,175640;6,802474;0,02;20;OK;1;RUN;0;0;3;1,70;-0,1089;-0,0720;-0,398;0,506;0,904;0;10;0;1;1;10;94
60,13;22:46:04;110424;18,7;0,327;-12,2;101471;38,5;193,5;FIX_OK;10;0,9;51,175640;6,802474;0,00;20;OK;1;RUN;0;0;3;1,70;-0,1122;-0,0720;-0,191;0,666;0,597;4;6;0;1;1;10;238
60,23;22:46:05;110522;18,7;0,328;-12,2;101471;38,5;193,5;FIX_OK;10;0,9;51,175640;6,802474;0,00;20;OK;1;RUN;0;0;3;1,70;-0,1193;-0,0720;-0,161;0,879;1,026;3;7;0;1;1;12;5924
60,33;22:46:05;110622;18,7;0,328;-12,2;101471;38,5;193,5;FIX_OK;10;0,9;51,175640;6,802474;0,00;20;OK;1;RUN;0;0;3;1,70;-0,1236;-0,0720;-1,117;0,711;1,828;2;8;0;1;1;10;53
60,43;22:46:05;110722;18,7;0,329;-12,2;101471;38,5;193,5;FIX_OK;10;0,9;51,175640;6,802474;0,00;20;OK;1;RUN;0;0;3;1,70;-0,1275;-0,0720;-0,536;1,476;2,011;2;7;1;1;1;10;164
60,53;22:46:05;110822;18,7;0,329;-12,2;101471;38,5;193,5;FIX_OK;10;0,9;51,175640;6,802474;0,00;20;OK;1;RUN;0;0;3;1,70;-0,1360;-0,0720;-0,706;1,043;1,423;4;6;0;1;1;10;243
60,63;22:46:05;110922;18,7;0,330;-12,2;101471;38,5;193,5;FIX_OK;10;0,9;51,175640;6,802474;0,00;20;OK;1;RUN;0;0;3;1,70;-0,1362;-0,0720;0,119;0,339;0,152;1;9;0;1;1;10;242
60,73;22:46:05;111022;18,7;0,330;-12,2;101471;38,5;193,5;FIX_OK;10;0,9;51,175640;6,802474;0,00;20;OK;1;RUN;0;0;3;1,70;-0,1387;-0,0720;0,066;0,306;0,240;3;7;0;1;1;10;227
60,83;22:46:05;111122;18,7;0,331;-12,2;101471;38,5;193,5;FIX_OK;10;0,9;51,175640;6,802474;0,00;20;OK;1;RUN;0;0;3;1,70;-0,1404;-0,0720;0,088;0,362;0,274;1;9;0;1;1;10;228
60,93;22:46:05;111222;18,7;0,332;-12,2;101471;38,5;193,5;FIX_OK;10;0,9;51,175640;6,802474;0,00;20;OK;1;RUN;0;0;3;1,70;-0,1433;-0,0720;0,001;0,428;0,409;5;5;0;1;1;10;223
