sep=;
# SmartBikeRearLight Fahrt-Export
# schema_version;3
# frame_version_gemischt;nein
# geraet;SmartBikeRearLight
# app_version;1.0
# start_utc;2026-08-08T20:45:04Z
# ende_utc;2026-08-08T20:48:03Z
t_s;uhrzeit;device_timestamp_ms;speed_kmph;distanz_km;hoehe_m;pressure_pa;gnss_altitude_m;course_deg;fix_status;sats;hdop;lat;lon;brake_decel_ms2;brake_light_pct;imu_health;baro_valid;system_state;init_degraded;watchdog_recovered;frame_version;gnss_accel_ms2;pitch_rad;gyro_bias_rads;norm_delta_min;norm_delta_max;jerk_max;regime_static_n;regime_dynamic_n;regime_shock_n;bias_calibrated;gnss_accel_valid;dt_max_ms;loop_max_us
88,28;22:46:33;138578;27,5;0,475;-11,6;101465;39,2;182,6;FIX_OK;10;1,0;51,174408;6,802388;0,56;20;OK;1;RUN;0;0;3;-1,56;-0,1906;-0,0713;-1,250;1,266;1,790;1;9;0;1;1;12;6018
88,38;22:46:33;138678;27,5;0,476;-11,6;101465;39,2;182,6;FIX_OK;10;1,0;51,174408;6,802388;1,12;20;OK;1;RUN;0;0;3;-1,56;-0,1864;-0,0713;-2,174;2,828;4,741;1;4;5;1;1;10;53
88,48;22:46:33;138778;27,5;0,477;-11,6;101465;39,2;182,6;FIX_OK;10;1,0;51,174408;6,802388;0,05;20;OK;1;RUN;0;0;3;-1,56;-0,1931;-0,0713;-1,135;1,024;2,257;1;8;1;1;1;10;88
88,58;22:46:33;138878;27,5;0,477;-11,6;101465;39,2;182,6;FIX_OK;10;1,0;51,174408;6,802388;0,42;20;OK;1;RUN;0;0;3;-1,56;-0,1870;-0,0713;-0,630;1,004;1,635;1;9;0;1;1;10;90
88,68;22:46:33;138978;27,5;0,478;-11,6;101465;39,2;182,6;FIX_OK;10;1,0;51,174408;6,802388;0,56;20;OK;1;RUN;0;0;3;-1,56;-0,1869;-0,0713;-1,853;1,232;2,586;2;6;2;1;1;10;83
88,78;22:46:33;139078;27,5;0,479;-11,6;101465;39,2;182,6;FIX_OK;10;1,0;51,174408;6,802388;0,15;20;OK;1;RUN;0;0;3;-1,56;-0,1660;-0,0713;-1,275;0,732;2,007;0;9;1;1;1;10;104
88,88;22:46:33;139178;27,5;0,480;-11,6;101465;39,2;182,6;FIX_OK;10;1,0;51,174408;6,802388;0,32;20;OK;1;RUN;0;0;3;-1,56;-0,1777;-0,0713;-0,944;1,374;2,056;1;8;1;1;1;10;83
88,98;22:46:33;139278;27,5;0,480;-11,6;101465;39,2;182,6;FIX_OK;10;1,0;51,174408;6,802388;0,26;20;OK;1;RUN;0;0;3;-1,56;-0,1782;-0,0713;-0,724;0,813;1,477;0;10;0;1;1;10;92
89,08;22:46:33;139378;33,4;0,481;-11,6;101465;39,2;183,0;FIX_OK;9;1,0;51,174328;6,802382;0,46;20;OK;1;RUN;0;0;3;-1,62;-0,1783;-0,0713;-0,376;0,979;1,355;4;6;0;1;1;10;83
89,19;22:46:34;139482;33,4;0,482;-11,0;101458;39,2;183,0;FIX_OK;9;1,0;51,174328;6,802382;0,36;20;OK;1;RUN;0;0;3;-1,62;-0,1846;-0,0713;-0,709;0,841;1,550;1;9;0;1;1;10;239
89,29;22:46:34;139581;33,4;0,483;-11,0;101458;39,2;183,0;FIX_OK;9;1,0;51,174328;6,802382;0,18;20;OK;1;RUN;0;0;3;-1,62;-0,1820;-0,0713;-1,039;0,841;1,614;3;7;0;1;1;13;6713
89,39;22:46:34;139681;33,4;0,484;-11,0;101458;39,2;183,0;FIX_OK;9;1,0;51,174328;6,802382;0,32;20;OK;1;RUN;0;0;3;-1,62;-0,1813;-0,0713;-1,587;0,325;1,704;1;9;0;1;1;10;53
89,49;22:46:34;139781;33,4;0,485;-11,0;101458;39,2;183,0;FIX_OK;9;1,0;51,174328;6,802382;0,02;20;OK;1;RUN;0;0;3;-1,62;-0,1699;-0,0713;-2,706;1,275;2,565;2;6;2;1;1;10;240
89,59;22:46:34;139881;33,4;0,486;-11,0;101458;39,2;183,0;FIX_OK;9;1,0;51,174328;6,802382;0,74;20;OK;1;RUN;0;0;3;-1,62;-0,1677;-0,0713;-1,163;0,827;1,991;0;10;0;1;1;10;223
89,69;22:46:34;139981;33,4;0,487;-11,0;101458;39,2;183,0;FIX_OK;9;1,0;51,174328;6,802382;1,25;20;OK;1;RUN;0;0;3;-1,62;-0,1793;-0,0713;-3,959;2,512;6,381;1;6;3;1;1;10;236
89,79;22:46:34;140081;33,4;0,488;-11,0;101458;39,2;183,0;FIX_OK;9;1,0;51,174328;6,802382;0,29;20;OK;1;RUN;0;0;3;-1,62;-0,1820;-0,0713;-2,276;3,300;3,848;1;7;2;1;1;10;104
89,89;22:46:34;140181;33,4;0,489;-11,0;101458;39,2;183,0;FIX_OK;9;1,0;51,174328;6,802382;0,55;20;OK;1;RUN;0;0;3;-1,62;-0,1916;-0,0713;-0,751;2,311;2,368;1;7;2;1;1;10;223
89,99;22:46:34;140281;33,4;0,490;-11,0;101458;39,2;183,0;FIX_OK;9;1,0;51,174328;6,802382;0,43;20;OK;1;RUN;0;0;3;-1,62;-0,1998;-0,0713;-3,766;3,417;5,413;2;4;4;1;1;10;228
90,09;22:46:34;140381;36,4;0,491;-11,0;101458;39,0;183,6;FIX_OK;10;1,0;51,174236;6,802373;0,54;20;OK;1;RUN;0;0;3;-0,84;-0,2179;-0,0713;-2,433;0,812;2,010;2;7;1;1;1;10;224
90,19;22:46:35;140485;36,4;0,492;-10,9;101456;39,0;183,6;FIX_OK;10;1,0;51,174236;6,802373;0,35;20;OK;1;RUN;0;0;3;-0,84;-0,2189;-0,0713;-1,150;0,649;1,798;1;9;0;1;1;10;239
90,29;22:46:35;140583;36,4;0,493;-10,9;101456;39,0;183,6;FIX_OK;10;1,0;51,174236;6,802373;0,66;20;OK;1;RUN;0;0;3;-0,84;-0,2173;-0,0713;-1,477;0,640;2,117;3;5;2;1;1;12;6113
90,39;22:46:35;140683;36,4;0,494;-10,9;101456;39,0;183,6;FIX_OK;10;1,0;51,174236;6,802373;0,70;20;OK;1;RUN;0;0;3;-0,84;-0,2185;-0,0713;-0,409;0,628;0,941;3;7;0;1;1;10;53
90,49;22:46:35;140783;36,4;0,495;-10,9;101456;39,0;183,6;FIX_OK;10;1,0;51,174236;6,802373;0,42;20;OK;1;RUN;0;0;3;-0,84;-0,2056;-0,0713;-0,373;0,353;0,709;1;9;0;1;1;10;99
90,59;22:46:35;140883;36,4;0,496;-10,9;101456;39,0;183,6;FIX_OK;10;1,0;51,174236;6,802373;0,47;20;OK;1;RUN;0;0;3;-0,84;-0,2140;-0,0713;-1,765;1,891;1,973;2;8;0;1;1;10;87
90,69;22:46:35;140983;36,4;0,497;-10,9;101456;39,0;183,6;FIX_OK;10;1,0;51,174236;6,802373;0,73;20;OK;1;RUN;0;0;3;-0,84;-0,2197;-0,0713;-1,981;1,278;3,259;1;7;2;1;1;10;83
90,79;22:46:35;141083;36,4;0,498;-10,9;101456;39,0;183,6;FIX_OK;10;1,0;51,174236;6,802373;0,70;20;OK;1;RUN;0;0;3;-0,84;-0,2188;-0,0713;-0,438;0,920;2,901;3;6;1;1;1;10;83
90,89;22:46:35;141183;36,4;0,499;-10,9;101456;39,0;183,6;FIX_OK;10;1,0;51,174236;6,802373;0,65;20;OK;1;RUN;0;0;3;-0,84;-0,2189;-0,0713;-1,088;0,594;1,680;0;10;0;1;1;10;83
90,99;22:46:35;141283;36,4;0,500;-10,9;101456;39,0;183,6;FIX_OK;10;1,0;51,174236;6,802373;0,65;20;OK;1;RUN;0;0;3;-0,84;-0,2176;-0,0713;-0,536;0,296;0,730;2;8;0;1;1;10;90
91,09;22:46:35;141383;41,2;0,501;-10,9;101456;39,0;188,9;FIX_OK;10;1,0;51,174133;6,802348;1,01;20;OK;1;RUN;0;0;3;-1,32;-0,2161;-0,0713;-1,064;0,693;1,758;3;7;0;1;1;10;83
91,19;22:46:36;141487;41,2;0,502;-11,1;101458;39,0;188,9;FIX_OK;10;1,0;51,174133;6,802348;0,87;20;OK;1;RUN;0;0;3;-1,32;-0,2152;-0,0713;-1,108;0,568;1,676;2;8;0;1;1;10;238
91,29;22:46:36;141584;41,2;0,503;-11,1;101458;39,0;188,9;FIX_OK;10;1,0;51,174133;6,802348;1,00;20;OK;1;RUN;0;0;3;-1,32;-0,2143;-0,0713;-0,813;0,328;0,664;3;7;0;1;1;11;4847
91,39;22:46:36;141684;41,2;0,504;-11,1;101458;39,0;188,9;FIX_OK;10;1,0;51,174133;6,802348;1,41;20;OK;1;RUN;0;0;3;-1,32;-0,2132;-0,0713;-0,772;0,207;0,707;1;9;0;1;1;10;97
91,49;22:46:36;141785;41,2;0,505;-11,1;101458;39,0;188,9;FIX_OK;10;1,0;51,174133;6,802348;1,74;20;OK;1;RUN;0;0;3;-1,32;-0,2155;-0,0713;-1,832;2,233;4,065;0;7;3;1;1;11;305
91,59;22:46:36;141885;41,2;0,506;-11,1;101458;39,0;188,9;FIX_OK;10;1,0;51,174133;6,802348;2,12;23;OK;1;RUN;0;0;3;-1,32;-0,2145;-0,0713;-5,288;2,658;7,258;0;4;6;1;1;10;96
91,69;22:46:36;141985;41,2;0,508;-11,1;101458;39,0;188,9;FIX_OK;10;1,0;51,174133;6,802348;1,48;20;OK;1;RUN;0;0;3;-1,32;-0,2158;-0,0713;-0,908;5,604;8,033;0;3;7;1;1;10;90
91,79;22:46:36;142085;41,2;0,509;-11,1;101458;39,0;188,9;FIX_OK;10;1,0;51,174133;6,802348;1,60;20;OK;1;RUN;0;0;3;-1,32;-0,2262;-0,0713;-3,312;3,008;6,320;0;7;3;1;1;10;83
91,89;22:46:36;142185;41,2;0,510;-11,1;101458;39,0;188,9;FIX_OK;10;1,0;51,174133;6,802348;0,94;20;OK;1;RUN;0;0;3;-1,32;-0,2322;-0,0713;-4,307;4,738;9,045;0;5;5;1;1;10;90
91,99;22:46:36;142285;41,2;0,511;-11,1;101458;39,0;188,9;FIX_OK;10;1,0;51,174133;6,802348;0,42;20;OK;1;RUN;0;0;3;-1,32;-0,2251;-0,0713;-3,585;3,553;6,882;0;3;7;1;1;10;82
92,09;22:46:36;142385;43,5;0,512;-11,1;101458;38,9;191,2;FIX_OK;10;1,0;51,174026;6,802317;1,40;20;OK;1;RUN;0;0;3;-0,66;-0,2220;-0,0713;-2,508;3,936;6,444;0;3;7;1;1;10;83
92,19;22:46:37;142489;43,5;0,513;-11,1;101458;38,9;191,2;FIX_OK;10;1,0;51,174026;6,802317;2,90;44;OK;1;RUN;0;0;3;-0,66;-0,2231;-0,0713;-2,401;2,668;4,318;1;5;4;1;1;10;82
92,29;22:46:37;142587;43,5;0,515;-11,1;101458;38,9;191,2;FIX_OK;10;1,0;51,174026;6,802317;6,67;100;OK;1;RUN;0;0;3;-0,66;-0,1851;-0,0713;-1,944;4,162;4,095;2;6;2;1;1;12;5933
92,39;22:46:37;142687;43,5;0,516;-11,1;101458;38,9;191,2;FIX_OK;10;1,0;51,174026;6,802317;8,31;100;OK;1;RUN;0;0;3;-0,66;-0,2069;-0,0713;0,546;4,872;3,933;0;4;6;1;1;10;53
92,49;22:46:37;142787;43,5;0,517;-11,1;101458;38,9;191,2;FIX_OK;10;1,0;51,174026;6,802317;7,38;100;OK;1;RUN;0;0;3;-0,66;-0,1967;-0,0713;-1,132;3,089;2,307;2;7;1;1;1;10;97
92,59;22:46:37;142887;43,5;0,518;-11,1;101458;38,9;191,2;FIX_OK;10;1,0;51,174026;6,802317;7,74;100;OK;1;RUN;0;0;3;-0,66;-0,1776;-0,0713;-0,604;4,560;2,692;0;8;2;1;1;10;231
92,69;22:46:37;142987;43,5;0,520;-11,1;101458;38,9;191,2;FIX_OK;10;1,0;51,174026;6,802317;7,63;100;OK;1;RUN;0;0;3;-0,66;-0,1748;-0,0713;1,217;3,488;1,869;0;10;0;1;1;10;217
92,79;22:46:37;143087;43,5;0,521;-11,1;101458;38,9;191,2;FIX_OK;10;1,0;51,174026;6,802317;7,29;100;OK;1;RUN;0;0;3;-0,66;-0,1734;-0,0713;0,221;2,048;0,872;0;10;0;1;1;10;93
92,89;22:46:37;143187;43,5;0,522;-11,1;101458;38,9;191,2;FIX_OK;10;1,0;51,174026;6,802317;7,07;100;OK;1;RUN;0;0;3;-0,66;-0,1726;-0,0713;-0,855;4,364;4,735;0;6;4;1;1;10;91
92,99;22:46:37;143287;43,5;0,523;-11,1;101458;38,9;191,2;FIX_OK;10;1,0;51,174026;6,802317;7,44;100;OK;1;RUN;0;0;3;-0,66;-0,1717;-0,0713;-2,353;6,309;8,663;0;3;7;1;1;10;87
93,09;22:46:37;143387;44,4;0,524;-11,1;101458;39,0;191,8;FIX_OK;10;1,0;51,173916;6,802280;7,76;100;OK;1;RUN;0;0;3;-0,26;-0,1735;-0,0713;0,592;4,103;1,855;0;10;0;1;1;10;87
93,20;22:46:38;143491;44,4;0,526;-11,3;101461;39,0;191,8;FIX_OK;10;1,0;51,173916;6,802280;7,61;100;OK;1;RUN;0;0;3;-0,26;-0,1762;-0,0713;0,691;2,169;1,291;0;10;0;1;1;10;239
93,30;22:46:38;143590;44,4;0,527;-11,3;101461;39,0;191,8;FIX_OK;10;1,0;51,173916;6,802280;7,49;100;OK;1;RUN;0;0;3;-0,26;-0,1858;-0,0713;0,160;7,276;6,245;0;7;3;1;1;13;6462
93,40;22:46:38;143690;44,4;0,528;-11,3;101461;39,0;191,8;FIX_OK;10;1,0;51,173916;6,802280;6,77;100;OK;1;RUN;0;0;3;-0,26;-0,1990;-0,0713;-3,166;4,141;7,860;0;6;4;1;1;10;100
93,50;22:46:38;143790;44,4;0,529;-11,3;101461;39,0;191,8;FIX_OK;10;1,0;51,173916;6,802280;5,05;100;OK;1;RUN;0;0;3;-0,26;-0,1982;-0,0713;-0,117;2,340;0,967;1;9;0;1;1;10;92
93,60;22:46:38;143890;44,4;0,531;-11,3;101461;39,0;191,8;FIX_OK;10;1,0;51,173916;6,802280;4,57;89;OK;1;RUN;0;0;3;-0,26;-0,1953;-0,0713;-0,165;1,422;1,396;2;8;0;1;1;10;92
93,70;22:46:38;143990;44,4;0,532;-11,3;101461;39,0;191,8;FIX_OK;10;1,0;51,173916;6,802280;2,97;46;OK;1;RUN;0;0;3;-0,26;-0,1950;-0,0713;-0,474;0,816;0,913;2;8;0;1;1;10;83
93,80;22:46:38;144090;44,4;0,533;-11,3;101461;39,0;191,8;FIX_OK;10;1,0;51,173916;6,802280;1,51;20;OK;1;RUN;0;0;3;-0,26;-0,1994;-0,0713;-0,732;0,587;1,341;2;8;0;1;1;10;83
93,90;22:46:38;144190;44,4;0,534;-11,3;101461;39,0;191,8;FIX_OK;10;1,0;51,173916;6,802280;1,16;20;OK;1;RUN;0;0;3;-0,26;-0,1963;-0,0713;-2,353;1,444;3,348;0;9;1;1;1;10;227
94,00;22:46:38;144290;44,4;0,536;-11,3;101461;39,0;191,8;FIX_OK;10;1,0;51,173916;6,802280;2,05;21;OK;1;RUN;0;0;3;-0,26;-0,1945;-0,0713;-2,410;1,943;3,968;1;7;2;1;1;10;83
94,10;22:46:38;144390;41,5;0,537;-11,3;101461;39,1;195,7;FIX_OK;10;0,9;51,173809;6,802238;1,70;20;OK;1;RUN;0;0;3;0,82;-0,1936;-0,0713;-0,047;1,660;1,513;3;7;0;1;1;10;86
94,20;22:46:39;144494;41,5;0,538;-12,3;101473;39,1;195,7;FIX_OK;10;0,9;51,173809;6,802238;1,48;20;OK;1;RUN;0;0;3;0,82;-0,1953;-0,0713;-0,615;0,422;0,947;1;9;0;1;1;10;239
94,40;22:46:39;144692;41,5;0,540;-12,3;101473;39,1;195,7;FIX_OK;10;0,9;51,173809;6,802238;1,27;20;OK;1;RUN;0;0;3;0,82;-0,1966;-0,0713;-0,670;0,051;0,656;2;8;0;1;1;10;171
94,50;22:46:39;144792;41,5;0,541;-12,3;101473;39,1;195,7;FIX_OK;10;0,9;51,173809;6,802238;0,92;20;OK;1;RUN;0;0;3;0,82;-0,1981;-0,0713;-0,204;0,965;1,111;1;9;0;1;1;10;97
94,60;22:46:39;144892;41,5;0,542;-12,3;101473;39,1;195,7;FIX_OK;10;0,9;51,173809;6,802238;0,48;20;OK;1;RUN;0;0;3;0,82;-0,1995;-0,0713;-1,147;1,405;2,552;0;7;3;1;1;10;97
94,70;22:46:39;144992;41,5;0,544;-12,3;101473;39,1;195,7;FIX_OK;10;0,9;51,173809;6,802238;0,20;20;OK;1;RUN;0;0;3;0,82;-0,2018;-0,0713;-1,718;1,300;2,368;1;8;1;1;1;10;100
94,80;22:46:39;145092;41,5;0,545;-12,3;101473;39,1;195,7;FIX_OK;10;0,9;51,173809;6,802238;0,21;20;OK;1;RUN;0;0;3;0,82;-0,2047;-0,0713;-0,895;1,555;2,450;2;7;1;1;1;10;103
94,90;22:46:39;145192;41,5;0,546;-12,3;101473;39,1;195,7;FIX_OK;10;0,9;51,173809;6,802238;0,00;20;OK;1;RUN;0;0;3;0,82;-0,2046;-0,0713;-0,208;0,936;0,835;2;8;0;1;1;10;99
95,00;22:46:39;145292;41,5;0,547;-12,3;101473;39,1;195,7;FIX_OK;10;0,9;51,173809;6,802238;0,00;20;OK;1;RUN;0;0;3;0,82;-0,2077;-0,0713;-0,312;3,126;3,376;1;7;2;1;1;10;108
95,10;22:46:39;145392;24,1;0,548;-12,3;101473;39,3;196,3;FIX_OK;10;1,0;51,173744;6,802217;0,00;20;OK;1;RUN;0;0;3;4,84;-0,2120;-0,0713;-0,727;0,463;1,190;3;7;0;1;1;10;107
95,20;22:46:40;145496;24,1;0,549;-11,9;101468;39,3;196,3;FIX_OK;10;1,0;51,173744;6,802217;0,00;20;OK;1;RUN;0;0;3;4,84;-0,2154;-0,0713;-0,408;0,377;0,709;4;6;0;1;1;10;213
95,30;22:46:40;145594;24,1;0,549;-11,9;101468;39,3;196,3;FIX_OK;10;1,0;51,173744;6,802217;0,00;20;OK;1;RUN;0;0;3;4,84;-0,2165;-0,0713;-0,195;0,260;0,436;6;4;0;1;1;12;5921
95,40;22:46:40;145694;24,1;0,550;-11,9;101468;39,3;196,3;FIX_OK;10;1,0;51,173744;6,802217;0,00;20;OK;1;RUN;0;0;3;4,84;-0,2167;-0,0713;-0,327;0,351;0,678;4;6;0;1;1;10;82
95,50;22:46:40;145794;24,1;0,551;-11,9;101468;39,3;196,3;FIX_OK;10;1,0;51,173744;6,802217;0,00;20;OK;1;RUN;0;0;3;4,84;-0,2164;-0,0713;-0,410;0,571;0,490;3;7;0;1;1;10;239
95,60;22:46:40;145894;24,1;0,551;-11,9;101468;39,3;196,3;FIX_OK;10;1,0;51,173744;6,802217;0,00;20;OK;1;RUN;0;0;3;4,84;-0,2165;-0,0713;-0,192;0,744;0,936;0;10;0;1;1;10;231
95,70;22:46:40;145994;24,1;0,552;-11,9;101468;39,3;196,3;FIX_OK;10;1,0;51,173744;6,802217;0,02;20;OK;1;RUN;0;0;3;4,84;-0,2185;-0,0713;-0,309;0,532;0,692;3;7;0;1;1;10;88
95,80;22:46:40;146094;24,1;0,553;-11,9;101468;39,3;196,3;FIX_OK;10;1,0;51,173744;6,802217;0,02;20;OK;1;RUN;0;0;3;4,84;-0,2190;-0,0713;-0,360;0,560;0,422;2;8;0;1;1;10;90
95,90;22:46:40;146194;24,1;0,553;-11,9;101468;39,3;196,3;FIX_OK;10;1,0;51,173744;6,802217;0,00;20;OK;1;RUN;0;0;3;4,84;-0,2205;-0,0713;-0,302;0,333;0,683;4;6;0;1;1;10;202
96,00;22:46:40;146294;24,1;0,554;-11,9;101468;39,3;196,3;FIX_OK;10;1,0;51,173744;6,802217;0,00;20;OK;1;RUN;0;0;3;4,84;-0,2347;-0,0713;-0,197;0,125;0,280;7;3;0;1;1;10;90
96,10;22:46:40;146394;20,1;0,555;-11,9;101468;39,2;200,6;FIX_OK;10;0,9;51,173698;6,802192;0,00;20;OK;1;RUN;0;0;3;1,10;-0,2306;-0,0713;-0,904;0,575;0,982;2;8;0;1;1;10;83
96,20;22:46:41;146498;20,1;0,555;-11,5;101463;39,2;200,6;FIX_OK;10;0,9;51,173698;6,802192;0,16;20;OK;1;RUN;0;0;3;1,10;-0,2217;-0,0712;-0,181;0,642;0,823;4;6;0;1;1;10;108
96,30;22:46:41;146595;20,1;0,556;-11,5;101463;39,2;200,6;FIX_OK;10;0,9;51,173698;6,802192;0,15;20;OK;1;RUN;0;0;3;1,10;-0,2198;-0,0712;-0,372;0,504;0,624;4;6;0;1;1;11;4688
96,40;22:46:41;146695;20,1;0,556;-11,5;101463;39,2;200,6;FIX_OK;10;0,9;51,173698;6,802192;0,14;20;OK;1;RUN;0;0;3;1,10;-0,2196;-0,0712;-0,306;0,219;0,371;7;3;0;1;1;10;97
96,50;22:46:41;146795;20,1;0,557;-11,5;101463;39,2;200,6;FIX_OK;10;0,9;51,173698;6,802192;0,06;20;OK;1;RUN;0;0;3;1,10;-0,2202;-0,0712;-0,234;0,530;0,655;4;6;0;1;1;10;227
96,60;22:46:41;146895;20,1;0,557;-11,5;101463;39,2;200,6;FIX_OK;10;0,9;51,173698;6,802192;0,00;20;OK;1;RUN;0;0;3;1,10;-0,2232;-0,0712;-0,030;0,343;0,420;3;7;0;1;1;10;82
96,70;22:46:41;146995;20,1;0,558;-11,5;101463;39,2;200,6;FIX_OK;10;0,9;51,173698;6,802192;0,00;20;OK;1;RUN;0;0;3;1,10;-0,2242;-0,0712;-0,578;0,431;0,413;4;6;0;1;1;10;220
96,80;22:46:41;147095;20,1;0,559;-11,5;101463;39,2;200,6;FIX_OK;10;0,9;51,173698;6,802192;0,00;20;OK;1;RUN;0;0;3;1,10;-0,2226;-0,0712;-0,441;-0,110;0,269;1;9;0;1;1;10;227
96,90;22:46:41;147195;20,1;0,559;-11,5;101463;39,2;200,6;FIX_OK;10;0,9;51,173698;6,802192;0,10;20;OK;1;RUN;0;0;3;1,10;-0,2200;-0,0712;-0,723;0,008;0,595;4;6;0;1;1;10;82
97,00;22:46:41;147295;20,1;0,560;-11,5;101463;39,2;200,6;FIX_OK;10;0,9;51,173698;6,802192;0,07;20;OK;1;RUN;0;0;3;1,10;-0,2161;-0,0712;-0,553;0,420;0,973;3;7;0;1;1;10;228
97,10;22:46:41;147395;19,5;0,560;-11,5;101463;39,3;193,4;FIX_OK;10;0,9;51,173653;6,802172;0,16;20;OK;1;RUN;0;0;3;0,16;-0,2105;-0,0712;-0,884;0,657;1,151;1;9;0;1;1;10;220
97,20;22:46:42;147499;19,5;0,561;-11,8;101467;39,3;193,4;FIX_OK;10;0,9;51,173653;6,802172;0,30;20;OK;1;RUN;0;0;3;0,16;-0,2073;-0,0712;-0,428;0,589;0,584;3;7;0;1;1;10;53
97,30;22:46:42;147597;19,5;0,561;-11,8;101467;39,3;193,4;FIX_OK;10;0,9;51,173653;6,802172;0,21;20;OK;1;RUN;0;0;3;0,16;-0,2075;-0,0712;-1,115;2,719;3,775;0;7;3;1;1;12;6118
97,40;22:46:42;147697;19,5;0,562;-11,8;101467;39,3;193,4;FIX_OK;10;0,9;51,173653;6,802172;0,10;20;OK;1;RUN;0;0;3;0,16;-0,2112;-0,0712;-0,988;1,003;1,991;0;10;0;1;1;10;82
97,50;22:46:42;147797;19,5;0,562;-11,8;101467;39,3;193,4;FIX_OK;10;0,9;51,173653;6,802172;0,24;20;OK;1;RUN;0;0;3;0,16;-0,2137;-0,0712;-0,758;0,305;1,063;3;7;0;1;1;10;90
97,60;22:46:42;147897;19,5;0,563;-11,8;101467;39,3;193,4;FIX_OK;10;0,9;51,173653;6,802172;0,14;20;OK;1;RUN;0;0;3;0,16;-0,2138;-0,0712;-0,746;0,043;0,279;4;6;0;1;1;10;92
97,70;22:46:42;147997;19,5;0,564;-11,8;101467;39,3;193,4;FIX_OK;10;0,9;51,173653;6,802172;0,31;20;OK;1;RUN;0;0;3;0,16;-0,2111;-0,0712;-1,398;1,639;2,966;0;9;1;1;1;10;236
97,80;22:46:42;148097;19,5;0,564;-11,8;101467;39,3;193,4;FIX_OK;10;0,9;51,173653;6,802172;1,04;20;OK;1;RUN;0;0;3;0,16;-0,2073;-0,0712;-2,081;1,357;2,717;0;8;2;1;1;10;83
97,90;22:46:42;148197;19,5;0,565;-11,8;101467;39,3;193,4;FIX_OK;10;0,9;51,173653;6,802172;0,94;20;OK;1;RUN;0;0;3;0,16;-0,2097;-0,0712;-0,672;1,921;2,593;0;9;1;1;1;10;90
98,00;22:46:42;148297;19,5;0,565;-11,8;101467;39,3;193,4;FIX_OK;10;0,9;51,173653;6,802172;0,92;20;OK;1;RUN;0;0;3;0,16;-0,2094;-0,0712;-1,217;0,668;1,885;1;9;0;1;1;10;84
98,10;22:46:42;148397;22,5;0,566;-11,8;101467;39,3;186,9;FIX_OK;10;0,9;51,173599;6,802158;0,91;20;OK;1;RUN;0;0;3;-0,82;-0,2128;-0,0712;-1,825;1,343;3,099;0;6;4;1;1;10;83
98,21;22:46:43;148501;22,5;0,566;-11,9;101468;39,3;186,9;FIX_OK;10;0,9;51,173599;6,802158;0,97;20;OK;1;RUN;0;0;3;-0,82;-0,2124;-0,0712;-0,960;2,483;3,443;1;6;3;1;1;10;240
98,30;22:46:43;148599;22,5;0,567;-11,9;101468;39,3;186,9;FIX_OK;10;0,9;51,173599;6,802158;1,10;20;OK;1;RUN;0;0;3;-0,82;-0,2127;-0,0712;-0,503;1,635;1,693;2;8;0;1;1;12;6046
98,40;22:46:43;148699;22,5;0,568;-11,9;101468;39,3;186,9;FIX_OK;10;0,9;51,173599;6,802158;0,92;20;OK;1;RUN;0;0;3;-0,82;-0,2136;-0,0712;-1,129;0,667;1,796;3;7;0;1;1;10;82
98,50;22:46:43;148799;22,5;0,568;-11,9;101468;39,3;186,9;FIX_OK;10;0,9;51,173599;6,802158;1,12;20;OK;1;RUN;0;0;3;-0,82;-0,2138;-0,0712;-1,748;0,586;2,054;1;8;1;1;1;10;226
98,60;22:46:43;148899;22,5;0,569;-11,9;101468;39,3;186,9;FIX_OK;10;0,9;51,173599;6,802158;1,10;20;OK;1;RUN;0;0;3;-0,82;-0,2116;-0,0712;-2,748;2,442;3,640;2;4;4;1;1;10;83
98,70;22:46:43;148999;22,5;0,569;-11,9;101468;39,3;186,9;FIX_OK;10;0,9;51,173599;6,802158;0,55;20;OK;1;RUN;0;0;3;-0,82;-0,2095;-0,0712;-1,568;1,447;3,015;0;8;2;1;1;10;83
98,80;22:46:43;149099;22,5;0,570;-11,9;101468;39,3;186,9;FIX_OK;10;0,9;51,173599;6,802158;0,78;20;OK;1;RUN;0;0;3;-0,82;-0,2121;-0,0712;-0,454;0,812;1,267;0;10;0;1;1;10;83
98,90;22:46:43;149199;22,5;0,571;-11,9;101468;39,3;186,9;FIX_OK;10;0,9;51,173599;6,802158;0,59;20;OK;1;RUN;0;0;3;-0,82;-0,2156;-0,0712;-0,442;0,269;1,140;3;7;0;1;1;10;83
99,00;22:46:43;149299;22,5;0,571;-11,9;101468;39,3;186,9;FIX_OK;10;0,9;51,173599;6,802158;0,57;20;OK;1;RUN;0;0;3;-0,82;-0,2191;-0,0711;-0,960;1,263;1,848;2;8;0;1;1;10;83
99,10;22:46:43;149399;26,4;0,572;-11,9;101468;39,7;184,3;FIX_OK;10;1,0;51,173546;6,802163;0,29;20;OK;1;RUN;0;0;3;-1,09;-0,2179;-0,0711;-0,843;0,726;1,459;1;9;0;1;1;10;83
99,21;22:46:44;149503;26,4;0,573;-11,5;101463;39,7;184,3;FIX_OK;10;1,0;51,173546;6,802163;0,45;20;OK;1;RUN;0;0;3;-1,09;-0,2142;-0,0711;-1,038;0,890;1,877;1;9;0;1;1;10;53
